customer_id,signup_date,last_purchase_date,age_group,gender,province,acquisition_channel,num_purchases,avg_order_value_zar,total_clv_zar,customer_segment,churned,email_opt_in
CUST02241,2020-09-14,2020-09-16,35-44,Female,KwaZulu-Natal,Google Search,5,985.07,4925.37,Lapsed,0,1
CUST02242,2021-06-28,2022-12-03,35-44,Male,Gauteng,Meta Facebook,5,1012.69,5063.43,Lapsed,0,1
CUST02243,2020-02-01,2020-12-19,55+,Male,KwaZulu-Natal,Google Search,9,1120.06,10080.58,High Value,1,1
CUST02244,2020-04-05,2021-09-28,35-44,Male,KwaZulu-Natal,Google Search,1,1224.49,1224.49,Lapsed,1,1
CUST02245,2020-02-09,2021-11-10,45-54,Female,unknown,Organic,7,1044.25,7309.74,Lapsed,0,0
CUST02246,2022-03-21,2024-02-11,55+,Female,Western Cape,Google Search,7,449.44,3146.08,Lapsed,1,0
CUST02247,2020-06-05,2020-10-17,25-34,Female,Western Cape,Meta Facebook,4,1207.68,4830.72,Lapsed,0,1
CUST02248,2020-02-18,2021-05-15,25-34,Female,Gauteng,Google Search,1,1313.29,1313.29,Lapsed,1,1
CUST02249,2020-07-03,2022-03-10,35-44,Male,Gauteng,Meta Instagram,7,1006.41,7044.84,Lapsed,1,1
CUST02250,2021-09-15,2022-04-26,35-44,Male,Eastern Cape,Google Search,4,808.05,3232.21,Lapsed,1,1
CUST02251,2021-03-12,2021-12-10,35-44,Female,Western Cape,Meta Instagram,5,1007.15,5035.77,Lapsed,0,1
CUST02252,2020-08-24,2021-10-22,25-34,Male,KwaZulu-Natal,Meta Facebook,12,741.08,8892.94,Lapsed,0,1
CUST02253,2021-01-03,2021-11-20,25-34,Female,Gauteng,Meta Instagram,1,1132.17,1132.17,Lapsed,1,0
CUST02254,2021-12-28,2023-11-16,45-54,Female,Eastern Cape,Organic,7,937.15,6560.08,Lapsed,1,0
CUST02255,2021-10-29,2023-09-05,25-34,Male,Gauteng,Google Search,13,708.6,9211.75,Lapsed,1,1
CUST02256,2020-11-22,2022-02-11,25-34,Female,KwaZulu-Natal,Email,1,423.59,423.59,Lapsed,1,0
CUST02257,2021-12-06,2022-10-21,45-54,Female,Limpopo,Google Search,3,874.57,2623.72,Lapsed,1,0
CUST02258,2022-10-25,2023-01-16,25-34,Female,Western Cape,Organic,2,833.24,1666.49,Lapsed,0,1
CUST02259,2020-09-02,2021-02-07,35-44,Female,KwaZulu-Natal,Meta Instagram,12,270.45,3245.39,Lapsed,1,1
CUST02260,2022-04-09,2022-10-07,35-44,Male,Gauteng,Email,8,824.22,6593.76,Lapsed,1,1
CUST02261,2020-06-19,2020-09-19,18-24,Male,Eastern Cape,Google Search,1,993.14,993.14,Lapsed,1,1
CUST02262,2020-06-14,2021-08-03,55+,Female,Western Cape,Google Search,5,240.64,1203.18,Lapsed,1,0
CUST02263,2020-06-17,2021-06-11,25-34,Male,Eastern Cape,Meta Facebook,1,856.27,856.27,Lapsed,0,1
CUST02264,2020-02-25,2020-09-13,18-24,Female,Gauteng,Meta Facebook,2,913.12,1826.23,Lapsed,1,1
CUST02265,2021-12-26,2022-08-22,unknown,Female,Eastern Cape,Meta Facebook,5,249.81,1249.06,Lapsed,0,1
CUST02266,2021-11-27,2023-01-22,35-44,Female,Gauteng,Google Search,13,1104.02,14352.2,High Value,1,1
CUST02267,2022-06-14,2023-01-06,35-44,Other,Gauteng,Google Search,2,1074.29,2148.58,Lapsed,0,1
CUST02268,2022-02-21,2022-04-11,35-44,Female,Gauteng,Google Search,3,1552.46,4657.39,Lapsed,1,0
CUST02269,2021-03-27,2022-12-24,25-34,Male,KwaZulu-Natal,Meta Instagram,1,1065.23,1065.23,Lapsed,1,1
CUST02270,2020-10-30,2021-10-07,25-34,Female,Gauteng,Email,5,573.78,2868.92,Lapsed,1,1
CUST02271,2022-03-23,2023-08-08,18-24,Female,Gauteng,Organic,5,939.08,4695.41,Lapsed,1,0
CUST02272,2021-08-29,2023-01-24,55+,Female,Gauteng,Google Search,2,1057.21,2114.42,Lapsed,1,1
CUST02273,2022-06-12,2023-05-15,18-24,Male,KwaZulu-Natal,Meta Instagram,1,943.33,943.33,Lapsed,0,1
CUST02274,2022-07-18,2023-04-06,45-54,Male,Eastern Cape,Google Search,10,893.45,8934.46,Lapsed,1,0
CUST02275,2020-11-23,2021-03-07,35-44,Male,Limpopo,Meta Instagram,2,1187.55,2375.09,Lapsed,0,0
CUST02276,2020-11-29,2021-08-06,35-44,Female,Gauteng,Organic,5,786.69,3933.47,Lapsed,1,1
CUST02277,2020-08-02,2022-01-15,45-54,Male,Gauteng,Meta Instagram,1,808.32,808.32,Lapsed,0,1
CUST02278,2020-12-09,2022-05-28,25-34,Female,Eastern Cape,Meta Facebook,7,881.74,6172.18,Lapsed,1,1
CUST02279,2022-09-10,2024-01-05,35-44,Male,Western Cape,Meta Facebook,1,862.26,862.26,Lapsed,1,1
CUST02280,2022-04-15,2022-05-21,25-34,Male,Gauteng,Meta Instagram,3,1228.54,3685.63,Lapsed,1,1
CUST02281,2022-04-11,2022-11-11,45-54,Male,Gauteng,Google Search,1,979.41,979.41,Lapsed,1,1
CUST02282,2020-09-21,2020-11-04,25-34,Female,Gauteng,Meta Facebook,4,1523.24,6092.98,Lapsed,1,1
CUST02283,2020-04-10,2021-02-28,18-24,Female,Limpopo,Google Search,3,606.86,1820.57,Lapsed,1,1
CUST02284,2020-09-29,2021-05-11,25-34,Female,Western Cape,Meta Facebook,13,381.81,4963.47,Lapsed,1,1
CUST02285,2022-08-14,2024-05-29,55+,Male,Western Cape,Google Display,5,939.73,4698.63,Lapsed,1,1
CUST02286,2020-06-24,2021-01-13,35-44,Female,Gauteng,Google Search,6,574.08,3444.51,Lapsed,0,0
CUST02287,2022-08-07,2023-03-31,25-34,Female,Eastern Cape,Meta Facebook,1,578.51,578.51,Lapsed,0,1
CUST02288,2020-11-04,2022-05-29,35-44,Male,Western Cape,Google Search,4,218.05,872.2,Lapsed,0,1
CUST02289,2021-07-13,2023-02-24,55+,Female,Gauteng,Google Search,4,626.8,2507.2,Lapsed,1,1
CUST02290,2020-09-28,2021-02-02,unknown,Male,Gauteng,Organic,5,1316.23,6581.16,Lapsed,1,1
CUST02291,2021-05-15,2021-09-20,45-54,Female,Gauteng,Meta Facebook,6,477.02,2862.14,Lapsed,1,0
CUST02292,2020-04-14,2020-07-17,35-44,Male,Gauteng,Meta Facebook,2,843.5,1687.0,Lapsed,1,1
CUST02293,2022-06-22,2022-07-05,25-34,Other,Gauteng,Meta Facebook,3,510.39,1531.16,Lapsed,1,1
CUST02294,2022-07-06,2023-05-01,35-44,Male,Gauteng,Organic,5,1147.68,5738.38,Lapsed,1,0
CUST02295,2022-01-04,2023-09-01,35-44,Female,Western Cape,Meta Facebook,2,948.76,1897.51,Lapsed,1,1
CUST02296,2021-03-09,2022-01-20,45-54,Male,Gauteng,Meta Instagram,6,521.77,3130.62,Lapsed,1,1
CUST02297,2020-10-03,2020-10-14,25-34,Male,KwaZulu-Natal,Meta Instagram,2,787.17,1574.35,Lapsed,1,1
CUST02298,2020-06-26,2021-02-21,25-34,Female,Gauteng,Google Search,2,881.31,1762.62,Lapsed,1,1
CUST02299,2021-09-05,2022-01-12,18-24,Male,Gauteng,Google Search,3,747.45,2242.36,Lapsed,1,1
CUST02300,2020-11-23,2022-09-14,35-44,Female,Western Cape,Meta Facebook,16,1019.57,16313.09,High Value,0,0
CUST02301,2022-04-12,2023-01-22,18-24,Male,Gauteng,Google Search,5,547.32,2736.61,Lapsed,1,1
CUST02302,2020-06-06,2021-12-16,45-54,Female,Western Cape,Organic,6,571.99,3431.95,Lapsed,0,1
CUST02303,2020-04-14,2022-03-01,25-34,Male,Limpopo,Email,7,388.37,2718.59,Lapsed,1,1
CUST02304,2021-05-02,2023-01-29,25-34,Male,Western Cape,Google Display,2,1142.37,2284.74,Lapsed,0,1
CUST02305,2021-12-09,2023-10-30,55+,Male,Western Cape,Meta Instagram,5,871.28,4356.42,Lapsed,0,1
CUST02306,2021-01-16,2021-01-19,25-34,Female,Gauteng,Google Display,19,893.26,16971.87,Lapsed,1,1
CUST02307,2020-06-16,2020-08-09,18-24,Female,KwaZulu-Natal,Google Search,5,680.73,3403.63,Lapsed,0,1
CUST02308,2020-07-26,2021-06-28,18-24,Male,Gauteng,Email,2,594.24,1188.48,Lapsed,0,1
CUST02309,2021-01-30,2022-03-12,25-34,Other,Gauteng,Email,1,791.86,791.86,Lapsed,1,1
CUST02310,2021-10-05,2022-04-14,35-44,Male,Western Cape,Organic,6,421.18,2527.06,Lapsed,1,1
CUST02311,2020-09-13,2022-07-27,45-54,Male,Gauteng,Meta Facebook,1,1151.19,1151.19,Lapsed,1,0
CUST02312,2022-02-24,2023-02-13,18-24,Male,KwaZulu-Natal,Meta Instagram,2,420.3,840.59,Lapsed,1,0
CUST02313,2022-07-22,2023-09-11,18-24,Female,unknown,Google Search,5,673.29,3366.44,Lapsed,1,0
CUST02314,2020-02-17,2020-05-15,45-54,Female,Gauteng,Meta Facebook,4,1058.71,4234.84,Lapsed,1,1
CUST02315,2021-09-25,2022-03-04,25-34,Female,Gauteng,Google Search,1,617.76,617.76,Lapsed,1,1
CUST02316,2021-02-02,2021-02-25,45-54,Male,KwaZulu-Natal,Google Search,5,1146.71,5733.54,Lapsed,0,0
CUST02317,2022-03-12,2023-12-06,45-54,Other,Western Cape,Organic,6,1165.7,6994.19,Lapsed,1,1
CUST02318,2021-07-10,2022-11-02,unknown,Female,Western Cape,Meta Facebook,7,1440.99,10086.92,Lapsed,0,1
CUST02319,2022-07-29,2023-03-04,45-54,Male,Gauteng,Meta Facebook,3,906.88,2720.64,Lapsed,0,1
CUST02320,2020-11-15,2021-05-30,25-34,Female,Western Cape,Email,11,762.58,8388.36,Lapsed,1,1
CUST02321,2022-05-31,2022-11-25,25-34,Male,Western Cape,Meta Instagram,1,995.72,995.72,Lapsed,1,1
CUST02322,2020-11-02,2021-01-08,18-24,Male,Eastern Cape,Organic,1,1100.02,1100.02,Lapsed,1,1
CUST02323,2022-06-30,2023-10-09,25-34,Male,KwaZulu-Natal,Google Search,5,845.46,4227.32,Lapsed,0,1
CUST02324,2021-12-16,2022-09-19,35-44,Male,Gauteng,Organic,3,1205.15,3615.45,Lapsed,1,1
CUST02325,2020-10-12,2020-11-09,45-54,Other,Gauteng,Meta Facebook,6,812.75,4876.48,Lapsed,1,0
CUST02326,2020-09-02,2021-10-28,25-34,Male,Limpopo,Meta Instagram,4,709.59,2838.36,Lapsed,0,1
CUST02327,2020-01-30,2021-01-15,45-54,Male,KwaZulu-Natal,Meta Facebook,2,1363.44,2726.87,Lapsed,1,1
CUST02328,2022-07-08,2023-10-04,45-54,Female,Western Cape,Organic,1,739.13,739.13,Lapsed,1,1
CUST02329,2020-02-09,2021-01-24,35-44,Female,KwaZulu-Natal,Google Search,7,1764.57,12352.0,Lapsed,1,1
CUST02330,2022-04-11,2023-06-12,25-34,Male,KwaZulu-Natal,Google Search,1,1320.65,1320.65,Lapsed,1,1
CUST02331,2021-10-01,2022-01-17,25-34,Male,Gauteng,Email,1,816.86,816.86,Lapsed,0,1
CUST02332,2022-01-11,2023-02-27,25-34,Female,Gauteng,Organic,10,729.06,7290.58,Lapsed,1,1
CUST02333,2021-07-24,2022-12-12,55+,Male,Western Cape,Meta Instagram,1,1083.92,1083.92,Lapsed,1,1
CUST02334,2021-01-07,2021-08-16,25-34,Other,Gauteng,Google Search,11,1293.52,14228.77,High Value,1,1
CUST02335,2020-05-28,2020-10-14,unknown,Male,Gauteng,Organic,7,874.22,6119.52,Lapsed,1,1
CUST02336,2020-09-22,2021-03-20,18-24,Male,Limpopo,Organic,5,701.43,3507.13,Lapsed,1,1
CUST02337,2021-05-01,2022-08-13,25-34,Male,Western Cape,Google Search,2,815.15,1630.3,Lapsed,1,1
CUST02338,2022-01-26,2022-05-05,55+,Female,Gauteng,Google Search,1,197.95,197.95,Lapsed,1,1
CUST02339,2021-12-23,2022-11-21,18-24,Male,Limpopo,Email,1,812.02,812.02,Lapsed,1,0
CUST02340,2022-01-13,2022-11-26,35-44,Male,Gauteng,Meta Facebook,1,903.91,903.91,Lapsed,1,1
CUST02341,2022-10-06,2024-03-02,35-44,Female,Western Cape,Google Search,6,934.82,5608.91,Lapsed,1,1
CUST02342,2020-11-04,2021-09-15,35-44,Female,Gauteng,Google Search,2,1278.64,2557.27,Lapsed,1,1
CUST02343,2020-07-08,2020-11-02,35-44,Male,Gauteng,Google Display,6,979.25,5875.49,Lapsed,1,1
CUST02344,2021-08-14,2021-10-17,35-44,Female,Gauteng,Google Search,2,953.36,1906.72,Lapsed,1,1
CUST02345,2020-12-10,2021-06-24,45-54,Male,Gauteng,Organic,3,661.23,1983.7,Lapsed,1,1
CUST02346,2020-03-17,2021-12-26,25-34,Male,Gauteng,Google Search,1,893.55,893.55,Lapsed,0,1
CUST02347,2021-11-24,2021-12-06,45-54,Female,KwaZulu-Natal,Email,12,705.44,8465.26,Lapsed,1,1
CUST02348,2020-12-25,2021-05-17,45-54,Female,Limpopo,Meta Facebook,7,1251.75,8762.28,Lapsed,1,1
CUST02349,2021-05-01,2021-12-23,18-24,Female,Gauteng,Meta Facebook,2,519.56,1039.11,Lapsed,1,1
CUST02350,2022-10-22,2023-06-30,18-24,Female,Gauteng,Google Search,5,1110.07,5550.34,Lapsed,1,1
CUST02351,2021-03-21,2021-08-18,55+,Male,unknown,Google Search,3,548.24,1644.73,Lapsed,1,1
CUST02352,2021-10-04,2023-06-17,55+,Female,Eastern Cape,Google Search,2,740.15,1480.31,Lapsed,1,0
CUST02353,2020-08-09,2021-08-20,18-24,Female,Gauteng,Meta Facebook,19,435.8,8280.18,Lapsed,1,1
CUST02354,2021-02-23,2022-09-28,35-44,Male,Gauteng,Google Search,1,776.29,776.29,Lapsed,1,1
CUST02355,2020-12-29,2022-11-04,18-24,Male,KwaZulu-Natal,Organic,12,1194.94,14339.26,High Value,1,1
CUST02356,2021-02-10,2021-07-16,35-44,Female,Gauteng,Google Search,5,358.21,1791.03,Lapsed,1,0
CUST02357,2022-05-04,2023-09-26,45-54,Female,Gauteng,Google Display,3,965.38,2896.13,Lapsed,1,0
CUST02358,2022-12-04,2024-06-27,25-34,Female,KwaZulu-Natal,Meta Instagram,8,844.55,6756.42,Lapsed,0,0
CUST02359,2020-10-18,2022-09-17,45-54,Male,Western Cape,Google Display,10,1185.49,11854.9,High Value,0,1
CUST02360,2022-06-20,2023-11-29,45-54,Male,Western Cape,Google Search,2,754.7,1509.39,Lapsed,1,1
CUST02361,2022-08-06,2022-12-01,45-54,Male,Gauteng,Email,9,1356.9,12212.09,High Value,1,1
CUST02362,2020-07-28,2022-04-24,unknown,Female,Western Cape,Meta Facebook,1,686.34,686.34,Lapsed,0,1
CUST02363,2021-09-02,2021-12-11,45-54,Male,Western Cape,Meta Facebook,7,892.05,6244.34,Lapsed,0,1
CUST02364,2021-05-25,2021-09-28,25-34,Female,Gauteng,Email,6,1018.18,6109.08,Lapsed,0,1
CUST02365,2021-06-29,2022-06-15,35-44,Male,Gauteng,Meta Instagram,3,947.18,2841.53,Lapsed,1,1
CUST02366,2021-04-10,2022-02-24,25-34,Male,Gauteng,Email,5,944.49,4722.46,Lapsed,1,1
CUST02367,2022-05-09,2022-08-23,35-44,Female,Western Cape,Meta Instagram,4,490.33,1961.3,Lapsed,1,1
CUST02368,2021-08-17,2023-04-30,25-34,Male,Eastern Cape,Meta Instagram,1,1099.48,1099.48,Lapsed,1,1
CUST02369,2022-12-29,2023-05-29,35-44,Female,Gauteng,Meta Instagram,6,932.34,5594.05,Lapsed,1,0
CUST02370,2022-01-04,2022-12-23,25-34,Female,Gauteng,Meta Instagram,6,411.62,2469.74,Lapsed,1,1
CUST02371,2021-05-22,2021-07-14,45-54,Male,Gauteng,Meta Instagram,8,1281.07,10248.57,High Value,1,1
CUST02372,2021-11-10,2023-07-06,45-54,Male,Gauteng,Google Search,11,1521.8,16739.81,High Value,1,1
CUST02373,2020-06-01,2022-02-09,35-44,Male,Gauteng,Google Search,6,1288.8,7732.78,Lapsed,1,1
CUST02374,2022-03-29,2022-07-05,25-34,Female,Gauteng,Meta Instagram,1,930.49,930.49,Lapsed,1,1
CUST02375,2020-08-15,2021-12-29,25-34,Female,KwaZulu-Natal,Google Display,6,450.22,2701.3,Lapsed,0,0
CUST02376,2022-06-15,2022-10-18,55+,Male,Western Cape,Meta Instagram,4,424.65,1698.59,Lapsed,1,1
CUST02377,2021-12-16,2022-12-21,18-24,Female,Limpopo,Meta Instagram,1,620.63,620.63,Lapsed,1,0
CUST02378,2020-01-18,2021-03-13,25-34,Male,Eastern Cape,Google Search,2,1070.43,2140.86,Lapsed,0,1
CUST02379,2022-03-22,2023-06-17,55+,Female,Western Cape,Google Search,2,1505.57,3011.14,Lapsed,1,1
CUST02380,2022-02-03,2023-09-06,25-34,Male,KwaZulu-Natal,Google Search,10,547.25,5472.49,Lapsed,0,1
CUST02381,2020-04-17,2021-03-17,18-24,Male,Western Cape,Google Search,10,1174.3,11743.04,High Value,0,1
CUST02382,2021-03-10,2021-06-15,25-34,Female,Gauteng,Organic,1,150.0,150.0,Lapsed,1,0
CUST02383,2021-10-24,2023-01-24,55+,Female,KwaZulu-Natal,Google Search,7,551.29,3859.05,Lapsed,1,1
CUST02384,2022-01-29,2022-10-06,35-44,Male,Gauteng,Meta Instagram,1,1085.8,1085.8,Lapsed,1,1
CUST02385,2020-09-06,2021-08-29,35-44,Female,Gauteng,Meta Facebook,2,1490.29,2980.58,Lapsed,1,0
CUST02386,2022-02-05,2023-10-22,35-44,Female,Gauteng,Email,1,1249.87,1249.87,Lapsed,1,1
CUST02387,2020-10-17,2021-04-12,25-34,Female,Eastern Cape,Google Search,4,967.53,3870.13,Lapsed,0,0
CUST02388,2022-08-24,2023-12-12,35-44,Female,Limpopo,Google Search,7,1270.28,8891.97,Lapsed,1,0
CUST02389,2021-12-14,2022-05-02,55+,Female,Eastern Cape,Google Search,4,1195.32,4781.26,Lapsed,1,1
CUST02390,2022-10-29,2023-11-10,18-24,Male,Gauteng,Meta Instagram,2,790.66,1581.33,Lapsed,0,0
CUST02391,2021-03-06,2022-06-29,25-34,Female,Western Cape,Meta Instagram,9,855.87,7702.82,Lapsed,1,1
CUST02392,2020-07-25,2021-03-05,35-44,Female,Gauteng,Google Search,6,620.46,3722.76,Lapsed,1,0
CUST02393,2022-09-27,2023-01-11,35-44,Male,Gauteng,Google Search,2,771.19,1542.37,Lapsed,0,1
CUST02394,2020-07-05,2020-08-05,35-44,Female,Gauteng,Meta Instagram,4,307.44,1229.76,Lapsed,0,1
CUST02395,2020-10-09,2020-11-29,25-34,Female,Gauteng,Google Search,1,283.2,283.2,Lapsed,1,1
CUST02396,2021-04-28,2023-01-13,35-44,Male,Gauteng,Meta Instagram,3,1282.15,3846.44,Lapsed,0,1
CUST02397,2020-05-27,2021-04-19,25-34,Male,Gauteng,Meta Instagram,8,479.59,3836.7,Lapsed,1,1
CUST02398,2020-10-28,2021-09-26,35-44,Female,Western Cape,Email,4,973.41,3893.65,Lapsed,1,1
CUST02399,2020-06-22,2020-07-30,18-24,Male,Western Cape,Google Display,6,994.57,5967.42,Lapsed,0,0
CUST02400,2022-04-04,2022-11-05,35-44,Male,Limpopo,Meta Instagram,4,1096.95,4387.8,Lapsed,1,0
CUST02401,2022-02-13,2022-12-04,25-34,Female,Eastern Cape,Meta Facebook,1,817.77,817.77,Lapsed,1,1
CUST02402,2021-04-16,2023-01-01,35-44,Female,KwaZulu-Natal,Email,6,989.16,5934.99,Lapsed,1,1
CUST02403,2021-01-23,2021-02-14,25-34,Male,Gauteng,Meta Facebook,10,688.33,6883.33,Lapsed,1,1
CUST02404,2021-04-30,2021-10-09,55+,Female,Western Cape,Meta Instagram,6,735.26,4411.59,Lapsed,1,1
CUST02405,2020-01-31,2021-06-27,25-34,Female,Gauteng,Google Display,1,898.86,898.86,Lapsed,1,0
CUST02406,2021-04-03,2021-04-04,18-24,Female,Western Cape,Email,8,1313.15,10505.2,High Value,1,0
CUST02407,2020-10-11,2022-06-13,18-24,Male,Gauteng,Email,3,423.13,1269.38,Lapsed,1,0
CUST02408,2020-08-13,2022-04-26,35-44,Female,Gauteng,Google Search,3,1068.09,3204.27,Lapsed,1,1
CUST02409,2021-12-05,2022-10-22,35-44,Male,Gauteng,Google Search,4,811.07,3244.29,Lapsed,1,0
CUST02410,2022-11-18,2024-01-14,35-44,Female,Eastern Cape,Meta Facebook,4,1130.77,4523.07,Lapsed,0,0
CUST02411,2021-04-16,2022-07-11,25-34,Female,Gauteng,Meta Instagram,10,1066.56,10665.64,High Value,0,1
CUST02412,2020-03-12,2020-10-04,25-34,Female,Gauteng,Meta Facebook,4,565.72,2262.87,Lapsed,1,1
CUST02413,2021-09-29,2022-12-08,25-34,Male,Western Cape,Google Search,3,633.22,1899.67,Lapsed,0,1
CUST02414,2022-10-14,2023-03-20,45-54,Female,Western Cape,Google Search,5,150.0,750.0,Lapsed,1,1
CUST02415,2022-06-29,2024-05-03,45-54,Other,Gauteng,Meta Instagram,7,966.99,6768.92,Lapsed,1,1
CUST02416,2021-11-25,2023-02-07,25-34,Female,Gauteng,Meta Facebook,2,747.62,1495.25,Lapsed,0,0
CUST02417,2022-03-07,2022-06-16,18-24,Female,KwaZulu-Natal,Meta Facebook,1,1158.89,1158.89,Lapsed,1,1
CUST02418,2022-07-25,2023-11-26,45-54,Male,Limpopo,Google Search,5,843.83,4219.15,Lapsed,1,0
CUST02419,2021-06-30,2021-10-01,18-24,Female,Western Cape,Google Search,2,906.87,1813.73,Lapsed,1,1
CUST02420,2022-03-08,2023-12-23,25-34,Female,Western Cape,Google Search,2,730.37,1460.73,Lapsed,0,1
CUST02421,2021-12-10,2023-07-21,45-54,Male,Gauteng,Google Search,2,937.54,1875.08,Lapsed,1,1
CUST02422,2021-09-04,2022-03-19,35-44,Male,Western Cape,Google Search,21,965.64,20278.34,Lapsed,1,1
CUST02423,2021-07-09,2021-09-24,55+,Male,Gauteng,Google Search,20,1008.4,20168.03,High Value,1,1
CUST02424,2021-02-11,2022-01-20,35-44,Male,Western Cape,Google Search,5,1034.99,5174.96,Lapsed,0,1
CUST02425,2021-08-22,2021-12-16,unknown,Female,Western Cape,Meta Facebook,2,868.35,1736.7,Lapsed,1,1
CUST02426,2020-04-14,2021-06-21,35-44,Female,KwaZulu-Natal,Meta Facebook,1,936.69,936.69,Lapsed,1,1
CUST02427,2020-12-14,2022-09-15,25-34,Male,Eastern Cape,Meta Instagram,3,533.95,1601.84,Lapsed,1,1
CUST02428,2022-12-05,2024-01-11,35-44,Male,Western Cape,Organic,12,1072.61,12871.27,High Value,1,1
CUST02429,2022-03-01,2023-01-09,25-34,Female,Western Cape,Meta Facebook,2,977.34,1954.68,Lapsed,0,0
CUST02430,2022-06-08,2022-06-30,35-44,Female,Western Cape,Email,11,900.29,9903.22,Lapsed,1,1
CUST02431,2022-12-31,2024-02-02,18-24,Male,Limpopo,Google Display,1,668.54,668.54,Lapsed,1,0
CUST02432,2021-09-08,2022-05-27,25-34,Female,Western Cape,Email,6,1128.48,6770.9,Lapsed,0,1
CUST02433,2022-03-05,2022-06-01,35-44,Female,KwaZulu-Natal,Organic,4,801.08,3204.34,Lapsed,1,1
CUST02434,2021-07-07,2023-05-30,45-54,Female,Western Cape,Google Search,6,963.5,5781.02,Lapsed,1,1
CUST02435,2021-08-07,2022-02-26,35-44,Male,Western Cape,Email,2,1026.82,2053.64,Lapsed,0,0
CUST02436,2022-06-18,2023-01-15,25-34,Male,Gauteng,Email,7,396.98,2778.88,Lapsed,1,0
CUST02437,2021-09-03,2022-11-03,45-54,Female,KwaZulu-Natal,Google Search,2,949.84,1899.69,Lapsed,1,1
CUST02438,2021-09-18,2023-01-13,45-54,Male,Gauteng,Meta Instagram,2,760.66,1521.32,Lapsed,0,1
CUST02439,2022-03-05,2023-11-28,35-44,Female,Eastern Cape,Meta Facebook,4,1086.75,4346.99,Lapsed,0,0
CUST02440,2021-12-30,2023-11-17,35-44,Female,KwaZulu-Natal,Meta Facebook,13,687.42,8936.52,Lapsed,0,1
CUST02441,2021-07-14,2023-06-08,25-34,Male,Limpopo,Meta Facebook,13,758.5,9860.56,Lapsed,1,0
CUST02442,2021-03-02,2022-06-15,45-54,Female,Gauteng,Meta Instagram,4,576.93,2307.73,Lapsed,0,1
CUST02443,2020-05-12,2020-11-15,25-34,Male,Western Cape,Google Display,6,539.87,3239.24,Lapsed,1,1
CUST02444,2020-04-18,2022-03-06,45-54,Female,Western Cape,Meta Facebook,1,1293.81,1293.81,Lapsed,1,1
CUST02445,2021-10-23,2023-03-03,35-44,Female,Eastern Cape,Meta Facebook,2,1184.91,2369.82,Lapsed,0,0
CUST02446,2021-10-25,2022-08-12,unknown,Male,KwaZulu-Natal,Meta Instagram,1,348.58,348.58,Lapsed,1,1
CUST02447,2020-04-13,2020-11-19,unknown,Male,Western Cape,Meta Instagram,2,961.23,1922.46,Lapsed,1,1
CUST02448,2021-08-13,2022-08-12,45-54,Female,Western Cape,Meta Facebook,14,1155.07,16171.01,High Value,1,1
CUST02449,2020-04-27,2020-07-15,45-54,Female,Gauteng,Meta Facebook,7,710.16,4971.13,Lapsed,0,1
CUST02450,2022-12-25,2023-03-22,18-24,Male,Gauteng,Email,5,628.45,3142.27,Lapsed,1,1
CUST02451,2020-01-05,2020-08-30,35-44,Female,Gauteng,Meta Facebook,5,312.61,1563.06,Lapsed,0,0
CUST02452,2020-10-09,2022-08-05,18-24,Female,Gauteng,Meta Facebook,1,1132.55,1132.55,Lapsed,1,1
CUST02453,2021-11-22,2023-09-25,18-24,Female,Western Cape,Organic,13,991.14,12884.85,Lapsed,1,0
CUST02454,2020-02-17,2020-06-23,55+,Female,KwaZulu-Natal,Google Search,7,764.87,5354.09,Lapsed,1,0
CUST02455,2022-03-19,2023-10-21,45-54,Female,Gauteng,Meta Facebook,7,1301.02,9107.13,Lapsed,1,1
CUST02456,2021-01-14,2021-02-07,25-34,Female,KwaZulu-Natal,Meta Facebook,7,780.56,5463.91,Lapsed,0,1
CUST02457,2022-04-04,2023-06-13,25-34,Male,Western Cape,Google Search,4,746.28,2985.1,Lapsed,0,1
CUST02458,2021-06-04,2021-11-09,18-24,Female,KwaZulu-Natal,Meta Instagram,4,994.96,3979.84,Lapsed,1,1
CUST02459,2020-10-08,2021-07-16,55+,Female,Western Cape,Google Search,2,1229.63,2459.25,Lapsed,1,1
CUST02460,2020-06-16,2021-04-29,35-44,Female,Western Cape,Meta Instagram,6,1042.52,6255.11,Lapsed,0,1
CUST02461,2022-01-04,2022-01-04,45-54,Female,KwaZulu-Natal,Google Search,3,1135.45,3406.35,Lapsed,0,1
CUST02462,2022-07-05,2023-04-13,35-44,Female,KwaZulu-Natal,Google Search,3,989.85,2969.56,Lapsed,0,0
CUST02463,2022-07-18,2023-03-17,18-24,Female,KwaZulu-Natal,Meta Instagram,4,604.62,2418.48,Lapsed,1,0
CUST02464,2022-06-22,2024-04-10,unknown,Male,KwaZulu-Natal,Google Display,7,869.42,6085.97,Lapsed,1,0
CUST02465,2021-11-12,2023-02-21,45-54,Male,Gauteng,Meta Facebook,4,1358.84,5435.34,Lapsed,1,0
CUST02466,2022-01-09,2022-08-28,25-34,Female,Eastern Cape,Meta Instagram,14,1212.36,16972.99,High Value,1,1
CUST02467,2022-12-29,2024-07-02,18-24,Female,Limpopo,Google Search,8,1199.63,9597.02,High Value,1,1
CUST02468,2022-05-31,2022-09-05,25-34,Female,KwaZulu-Natal,Meta Facebook,1,830.64,830.64,Lapsed,0,0
