customer_id,province,acquisition_channel,customer_segment,num_purchases,total_clv_zar,days_since_last_purchase,churn_probability,churn_risk_tier
CUST02508,Eastern Cape,Email,Lapsed,3,2975.39,686,0.999974390886529,Critical
CUST00013,Western Cape,Meta Facebook,High Value,8,10494.86,711,0.999974385638629,Critical
CUST06196,KwaZulu-Natal,Meta Instagram,Lapsed,7,4019.18,1288,0.9999743562063528,Critical
CUST06014,KwaZulu-Natal,Meta Facebook,Lapsed,1,1382.23,1397,0.999974286360751,Critical
CUST01112,Gauteng,Meta Instagram,Lapsed,7,3699.4,951,0.9999742636132831,Critical
CUST02397,Gauteng,Meta Instagram,Lapsed,8,3836.7,1220,0.9999742396609671,Critical
CUST00853,Gauteng,Meta Instagram,Lapsed,2,2746.55,918,0.9999742224926641,Critical
CUST07171,Gauteng,Organic,Lapsed,5,2827.46,909,0.9999741835150705,Critical
CUST00628,Western Cape,Email,Lapsed,3,3009.42,487,0.9999741800077983,Critical
CUST05018,Western Cape,Google Search,Lapsed,2,1516.87,1414,0.9999741317920096,Critical
CUST07325,Western Cape,Meta Instagram,Lapsed,4,2374.8,1403,0.9999741255408162,Critical
CUST01280,Gauteng,Google Search,Lapsed,4,6016.71,682,0.9999741178209733,Critical
CUST03580,Western Cape,Meta Facebook,Lapsed,3,3154.77,1109,0.9999741132548542,Critical
CUST01793,Western Cape,Organic,Lapsed,9,6894.55,1395,0.999974095352955,Critical
CUST01741,Gauteng,Meta Facebook,Lapsed,8,7517.09,964,0.999974063562968,Critical
CUST07322,KwaZulu-Natal,Organic,Lapsed,7,5318.13,1507,0.9999740207156891,Critical
CUST07008,Eastern Cape,Meta Facebook,Lapsed,6,2310.14,675,0.9999740201590421,Critical
CUST00160,Gauteng,Organic,Lapsed,2,1395.4,1109,0.9999739899482449,Critical
CUST00771,Limpopo,Meta Facebook,Lapsed,7,7448.42,788,0.9999739806569609,Critical
CUST05778,Gauteng,Meta Instagram,Lapsed,4,4389.64,1272,0.9999739619673784,Critical
CUST03578,Gauteng,Google Search,Lapsed,1,1545.71,1196,0.9999739530570014,Critical
CUST00357,Western Cape,Google Display,High Value,8,9918.93,788,0.9999738998590139,Critical
CUST06831,Western Cape,Meta Facebook,Lapsed,7,3947.48,1583,0.9999738945548554,Critical
CUST01417,Eastern Cape,Meta Facebook,Lapsed,3,4305.46,824,0.9999738809037478,Critical
CUST04827,Western Cape,Meta Instagram,Lapsed,6,7031.73,1328,0.999973819634193,Critical
CUST06673,Gauteng,Google Search,Lapsed,6,5468.18,1200,0.9999737737422494,Critical
CUST01999,Gauteng,Email,Lapsed,4,5028.98,960,0.9999737493231946,Critical
CUST06360,KwaZulu-Natal,Meta Facebook,Lapsed,4,6203.34,318,0.9999737390417834,Critical
CUST02663,Gauteng,Meta Facebook,Lapsed,5,7681.67,1032,0.9999736904594717,Critical
CUST07684,KwaZulu-Natal,Meta Facebook,Lapsed,6,5153.03,1352,0.9999736847882948,Critical
CUST02547,KwaZulu-Natal,Meta Facebook,Lapsed,5,3165.25,1326,0.9999736841077314,Critical
CUST05820,Limpopo,Meta Instagram,Lapsed,7,5580.62,1332,0.9999736535527335,Critical
CUST00876,Gauteng,Meta Facebook,Lapsed,3,4595.0,469,0.9999736489893374,Critical
CUST05452,Western Cape,Google Search,Lapsed,9,2668.4,1014,0.9999736454662047,Critical
CUST07045,Western Cape,Meta Instagram,Lapsed,3,3956.1,851,0.9999736426685147,Critical
CUST00131,Western Cape,Meta Instagram,Lapsed,7,8722.61,1508,0.9999735899561096,Critical
CUST05410,Eastern Cape,Meta Instagram,Lapsed,6,5945.78,1027,0.9999735824078556,Critical
CUST00869,Gauteng,Meta Facebook,Lapsed,5,2715.35,1025,0.9999735742201141,Critical
CUST06393,Gauteng,Email,Lapsed,5,4934.94,357,0.999973507293795,Critical
CUST00055,Gauteng,Google Display,Lapsed,5,3149.45,588,0.9999735060368338,Critical
CUST00502,Western Cape,Google Search,Lapsed,2,1413.25,872,0.9999734974190271,Critical
CUST06843,KwaZulu-Natal,Organic,Lapsed,13,7621.3,787,0.9999734722842735,Critical
CUST01420,Gauteng,Google Search,Lapsed,7,2767.49,987,0.9999734463674145,Critical
CUST02877,KwaZulu-Natal,Organic,Lapsed,3,1278.25,1177,0.9999734438196415,Critical
CUST00966,Gauteng,Google Search,Lapsed,1,1365.24,1417,0.9999733999219448,Critical
CUST03473,Western Cape,Google Search,Lapsed,2,1381.92,885,0.9999733808230362,Critical
CUST04569,Gauteng,Google Search,Lapsed,6,2813.13,907,0.9999733749618714,Critical
CUST03283,Gauteng,Email,Lapsed,5,5386.68,880,0.9999733739695177,Critical
CUST05445,KwaZulu-Natal,Meta Instagram,Lapsed,12,10463.7,1018,0.999973370157397,Critical
CUST01757,Western Cape,Email,Lapsed,3,2739.99,812,0.9999733668163441,Critical
CUST04118,Western Cape,Google Search,Lapsed,5,4574.87,1274,0.9999733233632834,Critical
CUST07229,Gauteng,Meta Facebook,Lapsed,3,1531.91,682,0.9999733037798537,Critical
CUST03828,Western Cape,Email,Lapsed,14,7123.8,472,0.9999732666523877,Critical
CUST07291,KwaZulu-Natal,Organic,Lapsed,7,5593.71,823,0.9999732646664997,Critical
CUST07595,Western Cape,Email,Lapsed,2,1348.75,1322,0.9999732434859268,Critical
CUST02117,Western Cape,Organic,Lapsed,6,4496.86,1510,0.9999732087956881,Critical
CUST07915,Western Cape,Meta Facebook,Lapsed,7,3199.89,801,0.9999732010082062,Critical
CUST06848,Western Cape,Meta Facebook,Lapsed,3,2593.19,681,0.9999731804487794,Critical
CUST04096,Limpopo,Email,High Value,8,9902.06,1178,0.9999731319866875,Critical
CUST01942,Western Cape,Organic,Lapsed,3,2360.4,842,0.9999731229446331,Critical
CUST05373,Western Cape,Meta Facebook,Lapsed,6,6746.69,1633,0.9999730595714361,Critical
CUST03725,Limpopo,Meta Instagram,Lapsed,10,4786.03,569,0.9999730485139332,Critical
CUST01435,Gauteng,Meta Instagram,Lapsed,12,5143.18,1242,0.9999729793837632,Critical
CUST05446,Western Cape,Google Search,Lapsed,3,3080.95,683,0.9999729290368595,Critical
CUST01701,Gauteng,Meta Facebook,Lapsed,11,9735.27,1012,0.9999729283547479,Critical
CUST03197,KwaZulu-Natal,Google Search,Lapsed,3,3799.52,1333,0.9999729211453882,Critical
CUST03326,Western Cape,Meta Instagram,Lapsed,3,3240.85,802,0.9999729033673533,Critical
CUST02849,Western Cape,Meta Facebook,Lapsed,8,7446.94,745,0.9999728542641451,Critical
CUST00310,Gauteng,Meta Facebook,Lapsed,2,2235.33,905,0.9999728496878706,Critical
CUST04089,Gauteng,Meta Instagram,Lapsed,3,1375.03,945,0.9999728486132693,Critical
CUST05768,Western Cape,Google Display,Lapsed,4,3817.02,1506,0.9999728426332478,Critical
CUST00235,unknown,Meta Facebook,Lapsed,6,7298.31,1669,0.9999728414773773,Critical
CUST02336,Limpopo,Organic,Lapsed,5,3507.13,1250,0.9999728075436418,Critical
CUST03352,KwaZulu-Natal,Google Display,Lapsed,7,5397.85,1145,0.9999727982115625,Critical
CUST02667,Gauteng,Meta Facebook,Lapsed,3,1707.83,1343,0.9999727745629308,Critical
CUST05303,Western Cape,Meta Instagram,Lapsed,4,3217.63,864,0.9999727571982485,Critical
CUST07202,Gauteng,Organic,Lapsed,3,3225.32,1057,0.9999727540618889,Critical
CUST00328,Eastern Cape,Meta Facebook,Lapsed,7,6923.79,767,0.9999727493601464,Critical
CUST03489,KwaZulu-Natal,Google Search,Lapsed,17,6147.46,873,0.999972718877908,Critical
CUST00793,Gauteng,Email,Lapsed,3,2611.95,489,0.9999727174023151,Critical
CUST05428,Eastern Cape,Meta Instagram,Lapsed,5,4997.01,1329,0.9999726596337579,Critical
CUST07011,Western Cape,Email,Lapsed,7,7714.77,1333,0.9999726525893098,Critical
CUST06697,Western Cape,Meta Facebook,Lapsed,11,6019.02,1440,0.9999726434668413,Critical
CUST00874,Gauteng,Meta Facebook,Lapsed,4,2224.63,1389,0.9999726080193267,Critical
CUST00786,Western Cape,Google Search,Lapsed,7,4863.86,736,0.9999725562997269,Critical
CUST03566,KwaZulu-Natal,Organic,Lapsed,5,2707.99,831,0.9999725231545423,Critical
CUST04705,Gauteng,Email,Lapsed,6,5767.29,783,0.9999725209285647,Critical
CUST05429,unknown,Google Display,Lapsed,2,1385.82,1226,0.9999724945824469,Critical
CUST02597,Limpopo,Meta Instagram,Lapsed,7,7508.39,985,0.9999724768096101,Critical
CUST07863,Western Cape,Google Search,Lapsed,15,7063.81,594,0.9999724345563983,Critical
CUST07844,Western Cape,Organic,Lapsed,4,3410.94,534,0.9999723446755017,Critical
CUST04481,Western Cape,Email,High Value,9,9475.23,976,0.9999723165196714,Critical
CUST06210,Western Cape,Email,Lapsed,3,2596.8,1027,0.9999723074157963,Critical
CUST02366,Gauteng,Email,Lapsed,5,4722.46,909,0.999972295075599,Critical
CUST00724,Western Cape,Meta Facebook,Lapsed,10,8468.49,997,0.9999722746820109,Critical
CUST05628,Western Cape,Google Search,High Value,9,9289.26,1576,0.9999722742182967,Critical
CUST03931,Gauteng,Email,Lapsed,3,2623.13,297,0.999972261589331,Critical
CUST00099,Gauteng,Meta Facebook,Lapsed,7,6961.45,1031,0.9999721834544837,Critical
CUST01935,Gauteng,Meta Facebook,Lapsed,10,7488.25,1176,0.9999721807243438,Critical
CUST02085,unknown,Google Search,Lapsed,3,2925.16,1265,0.9999721667794584,Critical
CUST03413,Western Cape,Google Search,Lapsed,4,1938.12,1127,0.9999721526826247,Critical
CUST02187,Western Cape,Email,Lapsed,6,6139.28,1411,0.9999721448706106,Critical
CUST01329,Gauteng,Meta Facebook,Lapsed,2,2190.89,1342,0.9999721379940854,Critical
CUST07097,Western Cape,Google Search,Lapsed,6,5563.35,1200,0.9999721330088056,Critical
CUST02584,Gauteng,Meta Instagram,Lapsed,5,2794.35,789,0.9999721271130583,Critical
CUST02070,Gauteng,Google Display,Lapsed,3,4412.54,1032,0.9999721035103791,Critical
CUST04639,Gauteng,Meta Instagram,Lapsed,7,7474.17,1353,0.999972091063088,Critical
CUST05030,Gauteng,Email,Lapsed,3,2761.49,627,0.9999720804701108,Critical
CUST04268,Gauteng,Meta Facebook,High Value,9,10768.66,1127,0.9999720520589955,Critical
CUST06759,Western Cape,Meta Instagram,Lapsed,7,5463.26,990,0.9999720390587239,Critical
CUST05467,Eastern Cape,Meta Facebook,Lapsed,2,1510.35,1402,0.99997191179757,Critical
CUST03131,Eastern Cape,Google Search,Lapsed,9,6487.78,572,0.9999718890037628,Critical
CUST06979,Gauteng,Email,Lapsed,2,2512.41,774,0.9999718687296605,Critical
CUST02776,Western Cape,Meta Facebook,High Value,8,9858.57,663,0.9999718568109272,Critical
CUST02111,KwaZulu-Natal,Meta Instagram,Lapsed,4,5371.62,644,0.9999718464627805,Critical
CUST06273,KwaZulu-Natal,Meta Instagram,Lapsed,5,3607.85,895,0.9999718455336281,Critical
CUST00892,Gauteng,Google Search,Lapsed,8,3550.18,1048,0.9999718229030603,Critical
CUST07650,Western Cape,Meta Instagram,Lapsed,4,3845.01,1110,0.9999718042993234,Critical
CUST06114,KwaZulu-Natal,Meta Instagram,Lapsed,8,7296.19,1018,0.999971770301857,Critical
CUST07858,Eastern Cape,Google Search,Lapsed,8,6527.92,969,0.9999717499667014,Critical
CUST03605,Gauteng,Google Display,Lapsed,7,7741.79,1027,0.9999717385440297,Critical
CUST01796,Eastern Cape,Google Search,Lapsed,12,7234.7,1086,0.9999717308238321,Critical
CUST01994,Gauteng,Meta Facebook,Lapsed,8,7615.8,810,0.9999717061718261,Critical
CUST05229,Gauteng,Organic,Lapsed,5,1478.1,1179,0.9999717020925797,Critical
CUST02108,Western Cape,Meta Instagram,Lapsed,4,2995.07,1426,0.9999716922467569,Critical
CUST02383,KwaZulu-Natal,Google Search,Lapsed,7,3859.05,575,0.9999716919151205,Critical
CUST01176,Gauteng,Google Search,Lapsed,8,2837.78,874,0.9999716158023444,Critical
CUST00864,unknown,Google Search,Lapsed,2,2189.59,442,0.9999716091257892,Critical
CUST05905,Western Cape,Google Search,Lapsed,5,5256.92,1436,0.9999715317299942,Critical
CUST05227,Western Cape,Meta Facebook,Lapsed,2,1395.95,897,0.9999715181556522,Critical
CUST03351,Gauteng,Google Search,Lapsed,3,3786.11,1006,0.9999714864937805,Critical
CUST00985,Gauteng,Google Display,Lapsed,11,8809.86,912,0.9999714786065237,Critical
CUST01360,Limpopo,Meta Facebook,Lapsed,6,4985.24,770,0.9999714525927105,Critical
CUST01073,Gauteng,Google Search,Lapsed,13,3773.95,1099,0.9999714273614094,Critical
CUST05304,Western Cape,Organic,Lapsed,6,5221.47,1473,0.9999714258569178,Critical
CUST00974,Gauteng,Meta Facebook,Lapsed,7,6424.56,729,0.9999713840383873,Critical
CUST05016,Western Cape,Google Search,Lapsed,5,6453.88,843,0.9999713752133939,Critical
CUST01707,Eastern Cape,Google Search,Lapsed,8,5639.18,863,0.9999713692306386,Critical
CUST02243,KwaZulu-Natal,Google Search,High Value,9,10080.58,1341,0.9999713607666654,Critical
CUST02888,Western Cape,Meta Instagram,Lapsed,13,3664.06,1033,0.9999713557120096,Critical
CUST07579,unknown,Meta Facebook,Lapsed,6,8390.14,938,0.9999713482022605,Critical
CUST04851,Gauteng,Meta Instagram,Lapsed,4,1696.31,1020,0.999971331423328,Critical
CUST06722,Gauteng,Google Display,Lapsed,6,4929.13,387,0.9999713181371352,Critical
CUST05907,Western Cape,Google Display,Lapsed,6,6189.08,1635,0.9999712727594987,Critical
CUST02874,Gauteng,Email,Lapsed,3,2680.0,1305,0.9999712700054187,Critical
CUST04140,Limpopo,Meta Facebook,Lapsed,5,2844.48,672,0.9999712198498248,Critical
CUST06438,Gauteng,Meta Facebook,High Value,10,11432.97,825,0.9999711657763897,Critical
CUST06357,Gauteng,Organic,Lapsed,10,8752.44,1305,0.9999711493802105,Critical
CUST05263,Western Cape,Organic,Lapsed,6,4164.39,1307,0.9999711462303427,Critical
CUST07876,Eastern Cape,Meta Instagram,Lapsed,9,5378.07,1596,0.9999711320292497,Critical
CUST01918,Gauteng,Email,High Value,10,11224.3,915,0.9999711252777509,Critical
CUST02939,KwaZulu-Natal,Meta Instagram,Lapsed,3,3753.95,652,0.9999711078759899,Critical
CUST00623,Western Cape,Meta Instagram,Lapsed,6,6038.94,1484,0.9999710904567005,Critical
CUST04548,Western Cape,Google Search,Lapsed,3,1723.42,1362,0.9999710866326991,Critical
CUST04692,KwaZulu-Natal,Google Search,High Value,8,9345.95,1641,0.9999710802616815,Critical
CUST04321,Gauteng,Meta Facebook,Lapsed,7,8735.22,983,0.9999710702026734,Critical
CUST02224,Gauteng,Meta Facebook,Lapsed,5,2693.73,887,0.9999710619375886,Critical
CUST05126,Gauteng,Meta Facebook,Lapsed,5,5556.76,377,0.9999709843254826,Critical
CUST00280,Gauteng,Google Search,Lapsed,7,10009.16,515,0.9999709547911599,Critical
CUST06987,Eastern Cape,Google Display,Lapsed,7,7017.19,816,0.9999709351385149,Critical
CUST06667,Gauteng,Meta Instagram,Lapsed,11,9655.86,1267,0.9999709293285265,Critical
CUST01250,Eastern Cape,Google Display,Lapsed,6,6764.95,1057,0.9999708976519087,Critical
CUST00721,KwaZulu-Natal,Meta Instagram,Lapsed,3,2268.08,614,0.999970818262499,Critical
CUST07129,Gauteng,Google Search,Lapsed,9,7428.02,1118,0.9999708100728403,Critical
CUST04710,Western Cape,Google Search,Lapsed,2,1633.58,768,0.999970775215643,Critical
CUST01715,Gauteng,Organic,Lapsed,1,1366.65,1249,0.9999707614250317,Critical
CUST07131,Limpopo,Meta Facebook,Lapsed,4,2191.66,684,0.9999707438376738,Critical
CUST07150,unknown,Google Display,Lapsed,4,5797.98,409,0.9999707342311245,Critical
CUST03629,Limpopo,Google Search,Lapsed,5,2907.54,1090,0.9999707156857283,Critical
CUST06544,Western Cape,Meta Facebook,Lapsed,4,2567.65,1037,0.9999707096733992,Critical
CUST04993,Gauteng,Google Search,High Value,9,10082.36,818,0.9999706714669147,Critical
CUST02460,Western Cape,Meta Instagram,Lapsed,6,6255.11,1210,0.9999706673332398,Critical
CUST03936,KwaZulu-Natal,Meta Facebook,Lapsed,4,4939.69,1496,0.9999706509081263,Critical
CUST01069,Limpopo,Google Search,Lapsed,8,3866.14,903,0.9999706263385455,Critical
CUST04860,KwaZulu-Natal,Meta Instagram,Lapsed,14,6355.5,740,0.9999706085150564,Critical
CUST07035,KwaZulu-Natal,Organic,Lapsed,4,4994.23,975,0.9999705908279721,Critical
CUST03868,unknown,Google Search,Lapsed,6,5601.45,682,0.9999705736967573,Critical
CUST02997,Gauteng,Organic,Lapsed,7,5330.83,673,0.9999705443883449,Critical
CUST01867,Gauteng,Organic,Lapsed,7,8048.44,1013,0.9999705414872624,Critical
CUST05115,Western Cape,Meta Instagram,Lapsed,4,5248.03,1475,0.9999705299097296,Critical
CUST03561,Gauteng,Organic,Lapsed,5,4227.08,702,0.9999704979696776,Critical
CUST06882,Western Cape,Email,Lapsed,2,2091.87,981,0.9999704415500104,Critical
CUST05764,Gauteng,Meta Instagram,Lapsed,6,3325.7,687,0.9999704383304536,Critical
CUST06522,Gauteng,Meta Facebook,High Value,11,11445.75,453,0.9999703681767378,Critical
CUST01070,Western Cape,Organic,Lapsed,9,7235.14,368,0.9999703547931555,Critical
CUST06930,Gauteng,Meta Instagram,Lapsed,10,9915.39,932,0.9999703331630156,Critical
CUST01629,Limpopo,Meta Instagram,Lapsed,4,2536.56,622,0.9999703098773618,Critical
CUST07849,Gauteng,Meta Facebook,Lapsed,8,6806.45,1547,0.9999702705347626,Critical
CUST02606,Western Cape,Google Search,High Value,18,18233.58,627,0.9999702613773712,Critical
CUST02251,Western Cape,Meta Instagram,Lapsed,5,5035.77,985,0.9999702346796268,Critical
CUST04663,Gauteng,Meta Instagram,Lapsed,4,3812.12,764,0.999970185665963,Critical
CUST05866,Western Cape,Google Display,Lapsed,3,2436.91,883,0.9999701445003039,Critical
CUST07269,Limpopo,Organic,Lapsed,7,6973.08,1144,0.9999701324456957,Critical
CUST06685,Gauteng,Meta Facebook,Lapsed,7,5462.11,1260,0.9999700956756027,Critical
CUST02789,Gauteng,Meta Facebook,Lapsed,2,2205.59,1007,0.9999700903994716,Critical
CUST05698,Western Cape,Meta Facebook,Lapsed,9,3880.26,625,0.9999700651613841,Critical
CUST07001,Gauteng,Meta Instagram,Lapsed,10,4726.42,833,0.9999700392197794,Critical
CUST02929,Gauteng,Google Search,Lapsed,9,8337.68,730,0.999970027883532,Critical
CUST05836,KwaZulu-Natal,Email,Lapsed,3,4033.82,709,0.9999700109333781,Critical
CUST03260,Gauteng,Meta Facebook,Lapsed,7,3866.27,949,0.9999699856451153,Critical
CUST03219,Gauteng,Organic,Lapsed,3,3845.27,898,0.9999699787532463,Critical
CUST07055,Gauteng,Meta Facebook,Lapsed,7,9403.07,691,0.9999699616366676,Critical
CUST05703,Limpopo,Meta Instagram,Lapsed,6,8102.45,378,0.9999699520695313,Critical
CUST05383,Western Cape,Meta Facebook,Lapsed,2,1455.02,645,0.9999699154645646,Critical
CUST07785,Gauteng,Meta Facebook,Lapsed,5,4589.21,747,0.9999698620134561,Critical
CUST04590,KwaZulu-Natal,Organic,Lapsed,3,3200.1,508,0.999969860757841,Critical
CUST00086,Gauteng,Meta Instagram,Lapsed,3,3296.04,941,0.9999698378675675,Critical
CUST03278,Gauteng,Organic,Lapsed,7,5200.97,368,0.9999697658660728,Critical
CUST04931,Eastern Cape,Google Search,Lapsed,6,6888.41,952,0.9999697610833204,Critical
CUST01364,Gauteng,Google Search,Lapsed,12,8384.02,907,0.9999697597418891,Critical
CUST02530,unknown,Meta Instagram,Lapsed,8,5734.86,975,0.9999697079183707,Critical
CUST03557,KwaZulu-Natal,Google Search,Lapsed,7,2790.56,1319,0.9999697050517441,Critical
CUST05792,KwaZulu-Natal,Meta Instagram,Lapsed,2,1688.61,1417,0.9999697030840476,Critical
CUST00512,Western Cape,Meta Instagram,Lapsed,11,5213.52,700,0.9999697016174777,Critical
CUST05354,KwaZulu-Natal,Organic,Lapsed,2,1367.78,1482,0.9999696991742483,Critical
CUST03363,KwaZulu-Natal,Google Search,Lapsed,3,1537.46,508,0.9999696286865206,Critical
CUST03860,Gauteng,Meta Facebook,Lapsed,3,3786.77,1081,0.9999696230579783,Critical
CUST06745,Western Cape,Meta Facebook,Lapsed,3,2053.56,500,0.9999696230554108,Critical
CUST05028,Gauteng,Email,Lapsed,4,1497.39,1280,0.9999696202591722,Critical
CUST00653,Gauteng,Meta Instagram,Lapsed,8,6367.29,986,0.9999695589273406,Critical
CUST05352,KwaZulu-Natal,Google Search,High Value,10,11674.37,592,0.9999695540668762,Critical
CUST02861,KwaZulu-Natal,Google Search,Lapsed,4,2826.06,1084,0.9999695268289377,Critical
CUST05832,Gauteng,Organic,Lapsed,9,5766.02,1557,0.9999695140339989,Critical
CUST00704,KwaZulu-Natal,Google Search,Lapsed,3,1868.44,591,0.9999695061963103,Critical
CUST06446,Western Cape,Meta Instagram,Lapsed,7,5786.08,340,0.9999694916673305,Critical
CUST04832,Eastern Cape,Meta Instagram,Lapsed,4,3871.84,614,0.9999694892311107,Critical
CUST06400,unknown,Meta Facebook,High Value,11,11172.06,1156,0.9999694541415595,Critical
CUST00290,Gauteng,Meta Facebook,Lapsed,12,8906.51,893,0.9999694533389009,Critical
CUST00035,Western Cape,Google Search,Lapsed,1,1284.43,1329,0.9999693959470666,Critical
CUST01510,Eastern Cape,Meta Facebook,Lapsed,9,6756.1,542,0.9999693565927147,Critical
CUST06175,Western Cape,Google Search,Lapsed,5,5376.37,948,0.9999693516057915,Critical
CUST02459,Western Cape,Google Search,Lapsed,2,2459.25,1132,0.9999693286507022,Critical
CUST04363,Western Cape,Meta Instagram,Lapsed,6,3496.63,1108,0.999969319225543,Critical
CUST02326,Limpopo,Meta Instagram,Lapsed,4,2838.36,1028,0.9999692660932075,Critical
CUST03377,Gauteng,Organic,Lapsed,3,1388.43,785,0.9999692356780999,Critical
CUST04090,Gauteng,Meta Instagram,Lapsed,5,5319.08,1070,0.9999692152888082,Critical
CUST05476,Gauteng,Meta Facebook,Lapsed,5,4975.24,1105,0.9999692043013249,Critical
CUST06785,KwaZulu-Natal,Organic,Lapsed,3,1987.11,306,0.9999691995304903,Critical
CUST07437,Gauteng,Meta Facebook,Lapsed,9,7339.04,867,0.9999691885767987,Critical
CUST07460,KwaZulu-Natal,Meta Instagram,Lapsed,4,2435.97,1070,0.999969183708295,Critical
CUST05426,Western Cape,Meta Instagram,Lapsed,9,5816.73,909,0.999969148737082,Critical
CUST06888,Gauteng,Meta Facebook,Lapsed,6,5035.11,378,0.9999691386199985,Critical
CUST00330,KwaZulu-Natal,Meta Instagram,Lapsed,6,7059.55,1226,0.9999691284792266,Critical
CUST05747,KwaZulu-Natal,Organic,Lapsed,7,4495.77,907,0.9999691212193176,Critical
CUST01390,Western Cape,Meta Facebook,Lapsed,12,7853.51,532,0.9999691187488111,Critical
CUST02059,Gauteng,Meta Instagram,Lapsed,5,5023.59,1312,0.9999690826544194,Critical
CUST05711,Gauteng,Meta Facebook,Lapsed,8,7241.97,593,0.9999690618037191,Critical
CUST05951,Western Cape,Google Search,Lapsed,3,2510.34,1006,0.9999690334837675,Critical
CUST01484,Gauteng,Google Search,Lapsed,4,4532.86,1367,0.999969028415696,Critical
CUST03215,Gauteng,Meta Facebook,Lapsed,7,2216.71,541,0.9999690099849304,Critical
CUST01818,Gauteng,Meta Instagram,Lapsed,7,4688.39,735,0.999969003994533,Critical
CUST04728,Western Cape,Meta Instagram,Lapsed,5,3860.6,1277,0.9999690029325735,Critical
CUST00273,unknown,Email,Lapsed,6,8011.93,868,0.9999689692779686,Critical
CUST04437,Western Cape,Meta Instagram,Lapsed,3,3324.82,1589,0.9999689563209067,Critical
CUST04247,Limpopo,Google Search,Lapsed,4,3277.4,513,0.9999689474555393,Critical
CUST06045,KwaZulu-Natal,Meta Facebook,Lapsed,4,2602.53,944,0.9999689397772757,Critical
CUST00437,Gauteng,Meta Instagram,Lapsed,11,9692.81,524,0.9999688910332724,Critical
CUST01711,Gauteng,Email,Lapsed,3,2701.34,1344,0.9999688614505169,Critical
CUST05190,Eastern Cape,Email,Lapsed,3,3005.62,626,0.9999688506964439,Critical
CUST03853,Gauteng,Organic,Lapsed,7,5458.37,659,0.999968824943431,Critical
CUST05324,Gauteng,Google Search,Lapsed,2,1648.33,1309,0.9999687866331526,Critical
CUST03827,Western Cape,Meta Instagram,Lapsed,1,1279.01,1029,0.9999687035226948,Critical
CUST07068,Gauteng,Meta Instagram,Lapsed,8,5152.58,1264,0.9999686855635503,Critical
CUST02241,KwaZulu-Natal,Google Search,Lapsed,5,4925.37,1435,0.9999686718036922,Critical
CUST02523,Limpopo,Meta Facebook,Lapsed,3,2759.12,961,0.9999686598123346,Critical
CUST00948,Limpopo,Google Search,Lapsed,5,4610.73,1066,0.9999686536114236,Critical
CUST02897,unknown,Meta Facebook,Lapsed,12,6999.48,471,0.999968634715275,Critical
CUST03654,Gauteng,Google Search,Lapsed,6,1949.53,429,0.9999686208922792,Critical
CUST01519,Gauteng,Organic,Lapsed,10,9524.23,886,0.9999685685928159,Critical
CUST05803,Limpopo,Google Search,Lapsed,5,3065.3,695,0.9999685455544034,Critical
CUST01389,Western Cape,Meta Facebook,Lapsed,3,2726.81,694,0.9999685444299256,Critical
CUST04629,Limpopo,Google Search,Lapsed,5,2750.19,704,0.9999685272512192,Critical
CUST04445,Gauteng,Google Search,High Value,9,10388.19,464,0.99996852157417,Critical
CUST01238,Western Cape,Google Search,Lapsed,10,8166.62,648,0.9999685170389474,Critical
CUST05061,KwaZulu-Natal,Meta Facebook,Lapsed,4,4061.85,641,0.9999685131868307,Critical
CUST04474,Gauteng,Google Search,Lapsed,9,5967.35,381,0.9999684898629915,Critical
CUST00621,Eastern Cape,Email,Lapsed,7,2657.41,984,0.999968480926146,Critical
CUST06209,Gauteng,Meta Facebook,Lapsed,9,7279.23,1536,0.9999684363882764,Critical
CUST01972,Western Cape,Email,Lapsed,3,3243.68,401,0.9999684062977594,Critical
CUST05064,Gauteng,Meta Instagram,Lapsed,3,1858.7,673,0.9999684010300914,Critical
CUST03389,Gauteng,Meta Instagram,Lapsed,10,5804.13,1160,0.9999683706658784,Critical
CUST04881,KwaZulu-Natal,Google Search,Lapsed,2,2767.14,533,0.999968315782381,Critical
CUST07538,Gauteng,Google Search,High Value,8,11324.8,800,0.9999683002151752,Critical
CUST00267,Gauteng,Meta Facebook,Lapsed,8,7608.65,1629,0.9999682984257579,Critical
CUST02049,Eastern Cape,Google Search,Lapsed,2,2590.42,864,0.9999682896969844,Critical
CUST01556,Gauteng,Meta Facebook,Lapsed,8,3596.07,559,0.9999682786261912,Critical
CUST07317,Eastern Cape,Meta Facebook,Lapsed,9,7801.58,936,0.999968272555284,Critical
CUST01879,KwaZulu-Natal,Google Search,Lapsed,4,4546.48,761,0.9999682550246607,Critical
CUST06248,unknown,Meta Instagram,Lapsed,4,3594.23,697,0.9999682243034431,Critical
CUST04615,Gauteng,Google Search,Lapsed,5,1277.79,723,0.9999682227845621,Critical
CUST07414,Western Cape,Meta Facebook,Lapsed,11,7427.22,753,0.9999682212158161,Critical
CUST03264,Gauteng,Google Search,Lapsed,6,2786.19,840,0.9999682210483176,Critical
CUST01784,Eastern Cape,Google Search,Lapsed,8,2752.98,1172,0.999968218891677,Critical
CUST07407,Western Cape,Google Search,Lapsed,5,5264.41,877,0.9999681811571945,Critical
CUST06768,Gauteng,Google Search,Lapsed,8,7933.96,519,0.999968159854063,Critical
