date,store,product,units_sold,unit_price_zar,discount_pct,revenue_zar,province,is_promo_period
2023-02-13,Gateway Durban,Work Boots,112.0,1039.2,20.0,116390.4,KwaZulu-Natal,1
2023-02-13,Gateway Durban,Sports Bag,48.0,639.2,20.0,30681.6,KwaZulu-Natal,1
2023-02-13,Gateway Durban,Socks Bundle,86.0,159.2,20.0,13691.2,KwaZulu-Natal,1
2023-02-13,Canal Walk CT,Socks Bundle,3.0,159.2,20.0,477.6,Western Cape,1
2023-02-13,Canal Walk CT,Casual Sneakers,91.0,719.2,20.0,65447.2,Western Cape,1
2023-02-13,Canal Walk CT,Work Boots,42.0,1039.2,20.0,43646.4,Western Cape,1
2023-02-13,Canal Walk CT,Sports Bag,61.0,639.2,20.0,38991.2,Western Cape,1
2023-02-13,Canal Walk CT,Running Shoes,8.0,1199.2,20.0,9593.6,Western Cape,1
2023-02-13,Canal Walk CT,Kids Shoes,30.0,519.2,20.0,15576.0,Western Cape,1
2023-02-13,Eastgate JHB,Kids Shoes,98.0,519.2,20.0,50881.6,Gauteng,1
2023-02-13,Eastgate JHB,Sports Bag,56.0,639.2,20.0,35795.2,Gauteng,1
2023-02-13,Eastgate JHB,Running Shoes,55.0,1199.2,20.0,65956.0,Gauteng,1
2023-02-13,Eastgate JHB,Socks Bundle,107.0,159.2,20.0,17034.4,Gauteng,1
2023-02-13,Eastgate JHB,Casual Sneakers,143.0,719.2,20.0,102845.6,Gauteng,1
2023-02-13,Eastgate JHB,Work Boots,170.0,1039.2,20.0,176664.0,Gauteng,1
2023-02-13,Online Store,Kids Shoes,193.0,519.2,20.0,100205.6,Online,1
2023-02-13,Online Store,Sandals,238.0,399.2,20.0,95009.6,Online,1
2023-02-13,Online Store,Socks Bundle,280.0,159.2,20.0,44576.0,Online,1
2023-02-13,Online Store,Casual Sneakers,275.0,719.2,20.0,197780.0,Online,1
2023-02-13,Online Store,Work Boots,108.0,1039.2,20.0,112233.6,Online,1
2023-02-13,Online Store,Running Shoes,288.0,1199.2,20.0,345369.6,Online,1
2023-02-14,Fourways Mall,Work Boots,140.0,1039.2,20.0,145488.0,Gauteng,1
2023-02-14,Fourways Mall,Sports Bag,160.0,639.2,20.0,102272.0,Gauteng,1
2023-02-14,Fourways Mall,Running Shoes,79.0,1199.2,20.0,94736.8,Gauteng,1
2023-02-14,Fourways Mall,Socks Bundle,20.0,159.2,20.0,3184.0,Gauteng,1
2023-02-14,Fourways Mall,Kids Shoes,154.0,519.2,20.0,79956.8,Gauteng,1
2023-02-14,Fourways Mall,Formal Shoes,67.0,1519.2,20.0,101786.4,Gauteng,1
2023-02-14,Sandton City,Casual Sneakers,141.0,719.2,20.0,101407.2,Gauteng,1
2023-02-14,Sandton City,Kids Shoes,84.0,519.2,20.0,43612.8,Gauteng,1
2023-02-14,Sandton City,Sports Bag,0.0,639.2,20.0,0.0,Gauteng,1
2023-02-14,Sandton City,Formal Shoes,27.0,1519.2,20.0,41018.4,Gauteng,1
2023-02-14,Sandton City,Socks Bundle,34.0,159.2,20.0,5412.8,Gauteng,1
2023-02-14,Sandton City,Sandals,70.0,399.2,20.0,27944.0,Gauteng,1
2023-02-14,Menlyn Park,Casual Sneakers,88.0,719.2,20.0,63289.6,Gauteng,1
2023-02-14,Menlyn Park,Sandals,32.0,399.2,20.0,12774.4,Gauteng,1
2023-02-14,Menlyn Park,Sports Bag,26.0,639.2,20.0,16619.2,Gauteng,1
2023-02-14,Gateway Durban,Casual Sneakers,112.0,719.2,20.0,80550.4,KwaZulu-Natal,1
2023-02-14,Gateway Durban,Formal Shoes,155.0,1519.2,20.0,235476.0,KwaZulu-Natal,1
2023-02-14,Gateway Durban,Sports Bag,82.0,639.2,20.0,52414.4,KwaZulu-Natal,1
2023-02-14,Gateway Durban,Sandals,72.0,399.2,20.0,28742.4,KwaZulu-Natal,1
2023-02-14,Canal Walk CT,Casual Sneakers,147.0,719.2,20.0,105722.4,Western Cape,1
2023-02-14,Canal Walk CT,Work Boots,34.0,1039.2,20.0,35332.8,Western Cape,1
2023-02-14,Canal Walk CT,Sports Bag,11.0,639.2,20.0,7031.2,Western Cape,1
2023-02-14,Canal Walk CT,Sandals,149.0,399.2,20.0,59480.8,Western Cape,1
2023-02-14,Canal Walk CT,Kids Shoes,56.0,519.2,20.0,29075.2,Western Cape,1
2023-02-14,Eastgate JHB,Sandals,110.0,399.2,20.0,43912.0,Gauteng,1
2023-02-14,Eastgate JHB,Casual Sneakers,24.0,719.2,20.0,17260.8,Gauteng,1
2023-02-14,Eastgate JHB,Socks Bundle,127.0,159.2,20.0,20218.4,Gauteng,1
2023-02-14,Eastgate JHB,Formal Shoes,77.0,1519.2,20.0,116978.4,Gauteng,1
2023-02-14,Eastgate JHB,Kids Shoes,26.0,519.2,20.0,13499.2,Gauteng,1
2023-02-14,Online Store,Sports Bag,296.0,639.2,20.0,189203.2,Online,1
2023-02-14,Online Store,Casual Sneakers,33.0,719.2,20.0,23733.6,Online,1
2023-02-14,Online Store,Work Boots,236.0,1039.2,20.0,245251.2,Online,1
2023-02-14,Online Store,Socks Bundle,146.0,159.2,20.0,23243.2,Online,1
2023-02-14,Online Store,Sandals,104.0,399.2,20.0,41516.8,Online,1
2023-02-14,Online Store,Formal Shoes,23.0,1519.2,20.0,34941.6,Online,1
2023-02-15,Fourways Mall,Socks Bundle,36.0,159.2,20.0,5731.2,Gauteng,1
2023-02-15,Fourways Mall,Kids Shoes,35.0,519.2,20.0,18172.0,Gauteng,1
2023-02-15,Fourways Mall,Sports Bag,116.0,639.2,20.0,74147.2,Gauteng,1
2023-02-15,Sandton City,Casual Sneakers,137.0,719.2,20.0,98530.4,Gauteng,1
2023-02-15,Sandton City,Sandals,42.0,399.2,20.0,16766.4,Gauteng,1
2023-02-15,Sandton City,Kids Shoes,106.0,519.2,20.0,55035.2,Gauteng,1
2023-02-15,Sandton City,Sports Bag,109.0,639.2,20.0,69672.8,Gauteng,1
2023-02-15,Menlyn Park,Sports Bag,14.0,639.2,20.0,8948.8,Gauteng,1
2023-02-15,Menlyn Park,Casual Sneakers,105.0,719.2,20.0,75516.0,Gauteng,1
2023-02-15,Menlyn Park,Kids Shoes,92.0,519.2,20.0,47766.4,Gauteng,1
2023-02-15,Menlyn Park,Socks Bundle,102.0,159.2,20.0,16238.4,Gauteng,1
2023-02-15,Menlyn Park,Running Shoes,168.0,1199.2,20.0,201465.6,Gauteng,1
2023-02-15,Gateway Durban,Sports Bag,118.0,639.2,20.0,75425.6,KwaZulu-Natal,1
2023-02-15,Gateway Durban,Casual Sneakers,176.0,719.2,20.0,126579.2,KwaZulu-Natal,1
2023-02-15,Gateway Durban,Sandals,111.0,399.2,20.0,44311.2,KwaZulu-Natal,1
2023-02-15,Canal Walk CT,Socks Bundle,156.0,159.2,20.0,24835.2,Western Cape,1
2023-02-15,Canal Walk CT,Casual Sneakers,119.0,719.2,20.0,85584.8,Western Cape,1
2023-02-15,Canal Walk CT,Work Boots,156.0,1039.2,20.0,162115.2,Western Cape,1
2023-02-15,Canal Walk CT,Running Shoes,122.0,1199.2,20.0,146302.4,Western Cape,1
2023-02-15,Canal Walk CT,Kids Shoes,106.0,519.2,20.0,55035.2,Western Cape,1
2023-02-15,Canal Walk CT,Sports Bag,132.0,639.2,20.0,84374.4,Western Cape,1
2023-02-15,Eastgate JHB,Sandals,0.0,399.2,20.0,0.0,Gauteng,1
2023-02-15,Eastgate JHB,Work Boots,108.0,1039.2,20.0,112233.6,Gauteng,1
2023-02-15,Eastgate JHB,Sports Bag,63.0,639.2,20.0,40269.6,Gauteng,1
2023-02-15,Eastgate JHB,Socks Bundle,88.0,159.2,20.0,14009.6,Gauteng,1
2023-02-15,Eastgate JHB,Formal Shoes,112.0,1519.2,20.0,170150.4,Gauteng,1
2023-02-15,Eastgate JHB,Running Shoes,120.0,1199.2,20.0,143904.0,Gauteng,1
2023-02-15,Online Store,Socks Bundle,187.0,159.2,20.0,29770.4,Online,1
2023-02-15,Online Store,Sports Bag,87.0,639.2,20.0,55610.4,Online,1
2023-02-15,Online Store,Formal Shoes,280.0,1519.2,20.0,425376.0,Online,1
2023-02-15,Online Store,Kids Shoes,193.0,519.2,20.0,100205.6,Online,1
2023-02-15,Online Store,Casual Sneakers,127.0,719.2,20.0,91338.4,Online,1
2023-02-16,Fourways Mall,Sports Bag,166.0,639.2,20.0,106107.2,Gauteng,1
2023-02-16,Fourways Mall,Socks Bundle,47.0,159.2,20.0,7482.4,Gauteng,1
2023-02-16,Fourways Mall,Sandals,137.0,399.2,20.0,54690.4,Gauteng,1
2023-02-16,Sandton City,Socks Bundle,99.0,159.2,20.0,15760.8,Gauteng,1
2023-02-16,Sandton City,Kids Shoes,79.0,519.2,20.0,41016.8,Gauteng,1
2023-02-16,Sandton City,Casual Sneakers,100.0,719.2,20.0,71920.0,Gauteng,1
2023-02-16,Menlyn Park,Sandals,53.0,399.2,20.0,21157.6,Gauteng,1
2023-02-16,Menlyn Park,Formal Shoes,134.0,1519.2,20.0,203572.8,Gauteng,1
2023-02-16,Menlyn Park,Socks Bundle,67.0,159.2,20.0,10666.4,Gauteng,1
2023-02-16,Menlyn Park,Sports Bag,98.0,639.2,20.0,62641.6,Gauteng,1
2023-02-16,Menlyn Park,Kids Shoes,36.0,519.2,20.0,18691.2,Gauteng,1
2023-02-16,Menlyn Park,Casual Sneakers,141.0,719.2,20.0,101407.2,Gauteng,1
2023-02-16,Gateway Durban,Work Boots,6.0,1039.2,20.0,6235.2,KwaZulu-Natal,1
2023-02-16,Gateway Durban,Sandals,129.0,399.2,20.0,51496.8,KwaZulu-Natal,1
2023-02-16,Gateway Durban,Casual Sneakers,143.0,719.2,20.0,102845.6,KwaZulu-Natal,1
2023-02-16,Gateway Durban,Sports Bag,72.0,639.2,20.0,46022.4,KwaZulu-Natal,1
2023-02-16,Gateway Durban,Running Shoes,68.0,1199.2,20.0,81545.6,KwaZulu-Natal,1
2023-02-16,Canal Walk CT,Running Shoes,27.0,1199.2,20.0,32378.4,Western Cape,1
2023-02-16,Canal Walk CT,Work Boots,129.0,1039.2,20.0,134056.8,Western Cape,1
2023-02-16,Canal Walk CT,Socks Bundle,43.0,159.2,20.0,6845.6,Western Cape,1
2023-02-16,Canal Walk CT,Kids Shoes,96.0,519.2,20.0,49843.2,Western Cape,1
2023-02-16,Canal Walk CT,Sports Bag,33.0,639.2,20.0,21093.6,Western Cape,1
2023-02-16,Eastgate JHB,Casual Sneakers,54.0,719.2,20.0,38836.8,Gauteng,1
2023-02-16,Eastgate JHB,Running Shoes,21.0,1199.2,20.0,25183.2,Gauteng,1
2023-02-16,Eastgate JHB,Sandals,145.0,399.2,20.0,57884.0,Gauteng,1
2023-02-16,Online Store,Running Shoes,200.0,1199.2,20.0,239840.0,Online,1
2023-02-16,Online Store,Sports Bag,16.0,639.2,20.0,10227.2,Online,1
2023-02-16,Online Store,Formal Shoes,157.0,1519.2,20.0,238514.4,Online,1
2023-02-16,Online Store,Sandals,164.0,399.2,20.0,65468.8,Online,1
2023-02-17,Fourways Mall,Casual Sneakers,10.0,719.2,20.0,7192.0,Gauteng,1
2023-02-17,Fourways Mall,Kids Shoes,82.0,519.2,20.0,42574.4,Gauteng,1
2023-02-17,Fourways Mall,Socks Bundle,79.0,159.2,20.0,12576.8,Gauteng,1
2023-02-17,Fourways Mall,Work Boots,61.0,1039.2,20.0,63391.2,Gauteng,1
2023-02-17,Fourways Mall,Sandals,12.0,399.2,20.0,4790.4,Gauteng,1
2023-02-17,Fourways Mall,Sports Bag,137.0,639.2,20.0,87570.4,Gauteng,1
2023-02-17,Sandton City,Running Shoes,34.0,1199.2,20.0,40772.8,Gauteng,1
2023-02-17,Sandton City,Casual Sneakers,21.0,719.2,20.0,15103.2,Gauteng,1
2023-02-17,Sandton City,Kids Shoes,174.0,519.2,20.0,90340.8,Gauteng,1
2023-02-17,Sandton City,Socks Bundle,31.0,159.2,20.0,4935.2,Gauteng,1
2023-02-17,Menlyn Park,Kids Shoes,130.0,519.2,20.0,67496.0,Gauteng,1
2023-02-17,Menlyn Park,Sports Bag,92.0,639.2,20.0,58806.4,Gauteng,1
2023-02-17,Menlyn Park,Sandals,66.0,399.2,20.0,26347.2,Gauteng,1
2023-02-17,Menlyn Park,Formal Shoes,22.0,1519.2,20.0,33422.4,Gauteng,1
2023-02-17,Menlyn Park,Running Shoes,94.0,1199.2,20.0,112724.8,Gauteng,1
2023-02-17,Gateway Durban,Sports Bag,58.0,639.2,20.0,37073.6,KwaZulu-Natal,1
2023-02-17,Gateway Durban,Sandals,106.0,399.2,20.0,42315.2,KwaZulu-Natal,1
2023-02-17,Gateway Durban,Socks Bundle,146.0,159.2,20.0,23243.2,KwaZulu-Natal,1
2023-02-17,Gateway Durban,Casual Sneakers,14.0,719.2,20.0,10068.8,KwaZulu-Natal,1
2023-02-17,Gateway Durban,Formal Shoes,57.0,1519.2,20.0,86594.4,KwaZulu-Natal,1
2023-02-17,Canal Walk CT,Sandals,27.0,399.2,20.0,10778.4,Western Cape,1
2023-02-17,Canal Walk CT,Casual Sneakers,107.0,719.2,20.0,76954.4,Western Cape,1
2023-02-17,Canal Walk CT,Kids Shoes,134.0,519.2,20.0,69572.8,Western Cape,1
2023-02-17,Canal Walk CT,Sports Bag,108.0,639.2,20.0,69033.6,Western Cape,1
2023-02-17,Eastgate JHB,Running Shoes,150.0,1199.2,20.0,179880.0,Gauteng,1
2023-02-17,Eastgate JHB,Kids Shoes,88.0,519.2,20.0,45689.6,Gauteng,1
2023-02-17,Eastgate JHB,Sports Bag,184.0,639.2,20.0,117612.8,Gauteng,1
2023-02-17,Eastgate JHB,Socks Bundle,111.0,159.2,20.0,17671.2,Gauteng,1
2023-02-17,Eastgate JHB,Casual Sneakers,,719.2,20.0,9349.6,Gauteng,1
2023-02-17,Online Store,Sports Bag,148.0,639.2,20.0,94601.6,Online,1
2023-02-17,Online Store,Socks Bundle,293.0,159.2,20.0,46645.6,Online,1
2023-02-17,Online Store,Work Boots,108.0,1039.2,20.0,112233.6,Online,1
2023-02-17,Online Store,Kids Shoes,,519.2,20.0,27517.6,Online,1
2023-02-17,Online Store,Formal Shoes,143.0,1519.2,20.0,217245.6,Online,1
2023-02-17,Online Store,Casual Sneakers,74.0,719.2,20.0,53220.8,Online,1
2023-02-18,Fourways Mall,Kids Shoes,143.0,519.2,20.0,74245.6,Gauteng,1
2023-02-18,Fourways Mall,Running Shoes,150.0,1199.2,20.0,179880.0,Gauteng,1
2023-02-18,Fourways Mall,Formal Shoes,73.0,1519.2,20.0,110901.6,Gauteng,1
2023-02-18,Fourways Mall,Sandals,62.0,399.2,20.0,24750.4,Gauteng,1
2023-02-18,Fourways Mall,Sports Bag,87.0,639.2,20.0,55610.4,Gauteng,1
2023-02-18,Sandton City,Running Shoes,86.0,1199.2,20.0,103131.2,Gauteng,1
2023-02-18,Sandton City,Sports Bag,53.0,639.2,20.0,33877.6,Gauteng,1
2023-02-18,Sandton City,Kids Shoes,156.0,519.2,20.0,80995.2,Gauteng,1
2023-02-18,Sandton City,Casual Sneakers,173.0,719.2,20.0,124421.6,Gauteng,1
2023-02-18,Menlyn Park,Formal Shoes,144.0,1519.2,20.0,218764.8,Gauteng,1
2023-02-18,Menlyn Park,Sports Bag,111.0,639.2,20.0,70951.2,Gauteng,1
2023-02-18,Menlyn Park,Casual Sneakers,151.0,719.2,20.0,108599.2,Gauteng,1
2023-02-18,Menlyn Park,Kids Shoes,62.0,519.2,20.0,32190.4,Gauteng,1
2023-02-18,Menlyn Park,Sandals,166.0,399.2,20.0,66267.2,Gauteng,1
2023-02-18,Menlyn Park,Socks Bundle,97.0,159.2,20.0,15442.4,Gauteng,1
2023-02-18,Gateway Durban,Casual Sneakers,87.0,719.2,20.0,62570.4,KwaZulu-Natal,1
2023-02-18,Gateway Durban,Formal Shoes,113.0,1519.2,20.0,171669.6,KwaZulu-Natal,1
2023-02-18,Gateway Durban,Sandals,25.0,399.2,20.0,9980.0,KwaZulu-Natal,1
2023-02-18,Canal Walk CT,Sandals,85.0,399.2,20.0,33932.0,Western Cape,1
2023-02-18,Canal Walk CT,Formal Shoes,119.0,1519.2,20.0,180784.8,Western Cape,1
2023-02-18,Canal Walk CT,Running Shoes,99.0,1199.2,20.0,118720.8,Western Cape,1
2023-02-18,Canal Walk CT,Sports Bag,86.0,639.2,20.0,54971.2,Western Cape,1
2023-02-18,Canal Walk CT,Kids Shoes,83.0,519.2,20.0,43093.6,Western Cape,1
2023-02-18,Canal Walk CT,Socks Bundle,85.0,159.2,20.0,13532.0,Western Cape,1
2023-02-18,Eastgate JHB,Running Shoes,0.0,1199.2,20.0,0.0,Gauteng,1
2023-02-18,Eastgate JHB,Casual Sneakers,14.0,719.2,20.0,10068.8,Gauteng,1
2023-02-18,Eastgate JHB,Sports Bag,132.0,639.2,20.0,84374.4,Gauteng,1
2023-02-18,Online Store,Sports Bag,169.0,639.2,20.0,108024.8,Online,1
2023-02-18,Online Store,Work Boots,71.0,1039.2,20.0,73783.2,Online,1
2023-02-18,Online Store,Casual Sneakers,42.0,719.2,20.0,30206.4,Online,1
2023-02-18,Online Store,Formal Shoes,74.0,1519.2,20.0,112420.8,Online,1
2023-02-19,Fourways Mall,Formal Shoes,25.0,1519.2,20.0,37980.0,Gauteng,1
2023-02-19,Fourways Mall,Casual Sneakers,31.0,719.2,20.0,22295.2,Gauteng,1
2023-02-19,Fourways Mall,Sports Bag,70.0,639.2,20.0,44744.0,Gauteng,1
2023-02-19,Fourways Mall,Running Shoes,,1199.2,20.0,64756.8,Gauteng,1
2023-02-19,Fourways Mall,Work Boots,121.0,1039.2,20.0,125743.2,Gauteng,1
2023-02-19,Sandton City,Work Boots,,1039.2,20.0,165232.8,Gauteng,1
2023-02-19,Sandton City,Formal Shoes,163.0,1519.2,20.0,247629.6,Gauteng,1
2023-02-19,Sandton City,Sports Bag,30.0,639.2,20.0,19176.0,Gauteng,1
2023-02-19,Sandton City,Running Shoes,28.0,1199.2,20.0,33577.6,Gauteng,1
2023-02-19,Sandton City,Casual Sneakers,63.0,719.2,20.0,45309.6,Gauteng,1
2023-02-19,Sandton City,Socks Bundle,63.0,159.2,20.0,10029.6,Gauteng,1
2023-02-19,Menlyn Park,Kids Shoes,144.0,519.2,20.0,74764.8,Gauteng,1
2023-02-19,Menlyn Park,Running Shoes,41.0,1199.2,20.0,49167.2,Gauteng,1
2023-02-19,Menlyn Park,Sports Bag,90.0,639.2,20.0,57528.0,Gauteng,1
2023-02-19,Gateway Durban,Formal Shoes,42.0,1519.2,20.0,63806.4,KwaZulu-Natal,1
2023-02-19,Gateway Durban,Work Boots,20.0,1039.2,20.0,20784.0,KwaZulu-Natal,1
2023-02-19,Gateway Durban,Sports Bag,65.0,639.2,20.0,41548.0,KwaZulu-Natal,1
2023-02-19,Gateway Durban,Casual Sneakers,133.0,719.2,20.0,95653.6,KwaZulu-Natal,1
2023-02-19,Gateway Durban,Socks Bundle,67.0,159.2,20.0,10666.4,KwaZulu-Natal,1
2023-02-19,Gateway Durban,Sandals,72.0,399.2,20.0,28742.4,KwaZulu-Natal,1
2023-02-19,Canal Walk CT,Sandals,157.0,399.2,20.0,62674.4,Western Cape,1
2023-02-19,Canal Walk CT,Socks Bundle,110.0,159.2,20.0,17512.0,Western Cape,1
2023-02-19,Canal Walk CT,Work Boots,133.0,1039.2,20.0,138213.6,Western Cape,1
2023-02-19,Canal Walk CT,Kids Shoes,,519.2,20.0,68015.2,Western Cape,1
2023-02-19,Canal Walk CT,Formal Shoes,19.0,1519.2,20.0,28864.8,Western Cape,1
2023-02-19,Canal Walk CT,Running Shoes,63.0,1199.2,20.0,75549.6,Western Cape,1
2023-02-19,Eastgate JHB,Socks Bundle,43.0,159.2,20.0,6845.6,Gauteng,1
2023-02-19,Eastgate JHB,Work Boots,23.0,1039.2,20.0,23901.6,Gauteng,1
2023-02-19,Eastgate JHB,Formal Shoes,138.0,1519.2,20.0,209649.6,Gauteng,1
2023-02-19,Eastgate JHB,Sandals,138.0,399.2,20.0,55089.6,Gauteng,1
2023-02-19,Online Store,Casual Sneakers,,719.2,20.0,212883.2,Online,1
2023-02-19,Online Store,Work Boots,21.0,1039.2,20.0,21823.2,Online,1
2023-02-19,Online Store,Formal Shoes,130.0,1519.2,20.0,197496.0,Online,1
2023-02-19,Online Store,Socks Bundle,47.0,159.2,20.0,7482.4,Online,1
2023-02-20,Fourways Mall,Sandals,109.0,399.2,20.0,43512.8,Gauteng,1
2023-02-20,Fourways Mall,Sports Bag,122.0,639.2,20.0,77982.4,Gauteng,1
2023-02-20,Fourways Mall,Casual Sneakers,119.0,719.2,20.0,85584.8,Gauteng,1
2023-02-20,Fourways Mall,Kids Shoes,50.0,519.2,20.0,25960.0,Gauteng,1
2023-02-20,Fourways Mall,Work Boots,83.0,1039.2,20.0,86253.6,Gauteng,1
2023-02-20,Sandton City,Running Shoes,118.0,1199.2,20.0,141505.6,Gauteng,1
2023-02-20,Sandton City,Sandals,139.0,399.2,20.0,55488.8,Gauteng,1
2023-02-20,Sandton City,Kids Shoes,128.0,519.2,20.0,66457.6,Gauteng,1
2023-02-20,Menlyn Park,Work Boots,21.0,1039.2,20.0,21823.2,Gauteng,1
2023-02-20,Menlyn Park,Casual Sneakers,0.0,719.2,20.0,0.0,Gauteng,1
2023-02-20,Menlyn Park,Sandals,,399.2,20.0,21556.8,Gauteng,1
2023-02-20,Gateway Durban,Running Shoes,144.0,1199.2,20.0,172684.8,KwaZulu-Natal,1
2023-02-20,Gateway Durban,Sandals,90.0,399.2,20.0,35928.0,KwaZulu-Natal,1
2023-02-20,Gateway Durban,Socks Bundle,46.0,159.2,20.0,7323.2,KwaZulu-Natal,1
2023-02-20,Gateway Durban,Formal Shoes,112.0,1519.2,20.0,170150.4,KwaZulu-Natal,1
2023-02-20,Gateway Durban,Casual Sneakers,92.0,719.2,20.0,66166.4,KwaZulu-Natal,1
2023-02-20,Canal Walk CT,Sports Bag,155.0,639.2,20.0,99076.0,Western Cape,1
2023-02-20,Canal Walk CT,Formal Shoes,90.0,1519.2,20.0,136728.0,Western Cape,1
2023-02-20,Canal Walk CT,Kids Shoes,81.0,519.2,20.0,42055.2,Western Cape,1
2023-02-20,Eastgate JHB,Running Shoes,134.0,1199.2,20.0,160692.8,Gauteng,1
2023-02-20,Eastgate JHB,Casual Sneakers,147.0,719.2,20.0,105722.4,Gauteng,1
2023-02-20,Eastgate JHB,Kids Shoes,77.0,519.2,20.0,39978.4,Gauteng,1
2023-02-20,Eastgate JHB,Socks Bundle,138.0,159.2,20.0,21969.6,Gauteng,1
2023-02-20,Eastgate JHB,Sports Bag,169.0,639.2,20.0,108024.8,Gauteng,1
2023-02-20,Online Store,Running Shoes,31.0,1199.2,20.0,37175.2,Online,1
2023-02-20,Online Store,Work Boots,234.0,1039.2,20.0,243172.8,Online,1
2023-02-20,Online Store,Casual Sneakers,223.0,719.2,20.0,160381.6,Online,1
2023-02-20,Online Store,Kids Shoes,174.0,519.2,20.0,90340.8,Online,1
2023-02-20,Online Store,Sandals,225.0,399.2,20.0,89820.0,Online,1
2023-02-20,Online Store,Formal Shoes,276.0,1519.2,20.0,419299.2,Online,1
2023-02-21,Fourways Mall,Sandals,116.0,399.2,20.0,46307.2,Gauteng,1
2023-02-21,Fourways Mall,Formal Shoes,12.0,1519.2,20.0,18230.4,Gauteng,1
2023-02-21,Fourways Mall,Work Boots,52.0,1039.2,20.0,54038.4,Gauteng,1
2023-02-21,Fourways Mall,Casual Sneakers,95.0,719.2,20.0,68324.0,Gauteng,1
2023-02-21,Fourways Mall,Socks Bundle,146.0,159.2,20.0,23243.2,Gauteng,1
2023-02-21,Sandton City,Socks Bundle,34.0,159.2,20.0,5412.8,Gauteng,1
2023-02-21,Sandton City,Casual Sneakers,177.0,719.2,20.0,127298.4,Gauteng,1
2023-02-21,Sandton City,Sports Bag,19.0,639.2,20.0,12144.8,Gauteng,1
2023-02-21,Sandton City,Kids Shoes,59.0,519.2,20.0,30632.8,Gauteng,1
2023-02-21,Sandton City,Running Shoes,,1199.2,20.0,154696.8,Gauteng,1
2023-02-21,Sandton City,Sandals,167.0,399.2,20.0,66666.4,Gauteng,1
2023-02-21,Menlyn Park,Work Boots,138.0,1039.2,20.0,143409.6,Gauteng,1
2023-02-21,Menlyn Park,Formal Shoes,142.0,1519.2,20.0,215726.4,Gauteng,1
2023-02-21,Menlyn Park,Sports Bag,127.0,639.2,20.0,81178.4,Gauteng,1
2023-02-21,Menlyn Park,Sandals,104.0,399.2,20.0,41516.8,Gauteng,1
2023-02-21,Gateway Durban,Kids Shoes,53.0,519.2,20.0,27517.6,KwaZulu-Natal,1
2023-02-21,Gateway Durban,Running Shoes,154.0,1199.2,20.0,184676.8,KwaZulu-Natal,1
2023-02-21,Gateway Durban,Sports Bag,29.0,639.2,20.0,18536.8,KwaZulu-Natal,1
2023-02-21,Gateway Durban,Work Boots,9.0,1039.2,20.0,9352.8,KwaZulu-Natal,1
2023-02-21,Gateway Durban,Casual Sneakers,4.0,719.2,20.0,2876.8,KwaZulu-Natal,1
2023-02-21,Canal Walk CT,Formal Shoes,80.0,1519.2,20.0,121536.0,Western Cape,1
2023-02-21,Canal Walk CT,Kids Shoes,104.0,519.2,20.0,53996.8,Western Cape,1
2023-02-21,Canal Walk CT,Sandals,84.0,399.2,20.0,33532.8,Western Cape,1
2023-02-21,Canal Walk CT,Casual Sneakers,79.0,719.2,20.0,56816.8,Western Cape,1
2023-02-21,Canal Walk CT,Sports Bag,27.0,639.2,20.0,17258.4,Western Cape,1
2023-02-21,Canal Walk CT,Running Shoes,119.0,1199.2,20.0,142704.8,Western Cape,1
2023-02-21,Eastgate JHB,Kids Shoes,18.0,519.2,20.0,9345.6,Gauteng,1
2023-02-21,Eastgate JHB,Sports Bag,174.0,639.2,20.0,111220.8,Gauteng,1
2023-02-21,Eastgate JHB,Casual Sneakers,64.0,719.2,20.0,46028.8,Gauteng,1
2023-02-21,Eastgate JHB,Running Shoes,93.0,1199.2,20.0,111525.6,Gauteng,1
2023-02-21,Online Store,Sports Bag,61.0,639.2,20.0,38991.2,Online,1
2023-02-21,Online Store,Sandals,219.0,399.2,20.0,87424.8,Online,1
2023-02-21,Online Store,Work Boots,105.0,1039.2,20.0,109116.0,Online,1
2023-02-21,Online Store,Socks Bundle,40.0,159.2,20.0,6368.0,Online,1
2023-02-21,Online Store,Casual Sneakers,236.0,719.2,20.0,169731.2,Online,1
2023-02-22,Fourways Mall,Casual Sneakers,49.0,719.2,20.0,35240.8,Gauteng,1
2023-02-22,Fourways Mall,Work Boots,171.0,1039.2,20.0,177703.2,Gauteng,1
2023-02-22,Fourways Mall,Sandals,20.0,399.2,20.0,7984.0,Gauteng,1
2023-02-22,Fourways Mall,Running Shoes,29.0,1199.2,20.0,34776.8,Gauteng,1
2023-02-22,Fourways Mall,Formal Shoes,51.0,1519.2,20.0,77479.2,Gauteng,1
2023-02-22,Sandton City,Work Boots,88.0,1039.2,20.0,91449.6,Gauteng,1
2023-02-22,Sandton City,Running Shoes,111.0,1199.2,20.0,133111.2,Gauteng,1
2023-02-22,Sandton City,Formal Shoes,46.0,1519.2,20.0,69883.2,Gauteng,1
2023-02-22,Sandton City,Kids Shoes,54.0,519.2,20.0,28036.8,Gauteng,1
2023-02-22,Menlyn Park,Sports Bag,65.0,639.2,20.0,41548.0,Gauteng,1
2023-02-22,Menlyn Park,Running Shoes,103.0,1199.2,20.0,123517.6,Gauteng,1
2023-02-22,Menlyn Park,Sandals,142.0,399.2,20.0,56686.4,Gauteng,1
2023-02-22,Menlyn Park,Work Boots,41.0,1039.2,20.0,42607.2,Gauteng,1
