date,channel,campaign,impressions,clicks,spend_zar,conversions,revenue_zar,ctr_pct,cpc_zar,conversion_rate_pct,roas,is_weekend,is_promo_period
2023-03-27,Email,Promo - Summer Sale,5453,877,419.78,41,16550.88,16.096,0.48,4.769,39.43,0,0
2023-03-27,Email,Valentine Promo,31303,5625,0.0,279,462576.57,17.972,0.0,4.976,0.0,0,0
2023-03-27,Email,End of Year Clearance,20227,2612,0.0,29,30024.69,12.914,0.0,1.143,0.0,0,0
2023-03-27,Organic,Valentine Promo,29274,146,96.23,4,1695.17,0.5,0.66,3.257,17.62,0,0
2023-03-27,Organic,Loyalty Programme,34783,173,0.0,2,2674.64,0.5,0.0,1.7,0.0,0,0
2023-03-28,Google Search,Back to School,22974,1255,5734.74,44,43207.21,5.466,4.57,3.543,7.53,0,0
2023-03-28,Google Search,Valentine Promo,35105,2058,9113.17,112,197362.0,5.864,4.43,5.448,21.66,0,0
2023-03-28,Google Search,Promo - Summer Sale,7951,484,2073.38,33,37444.2,6.091,4.28,6.883,18.06,0,0
2023-03-28,Google Display,Black Friday Blitz,28762,369,955.7,24,29927.52,1.284,2.59,6.632,31.31,0,0
2023-03-28,Google Display,Brand Awareness Q1,8349,143,23.09,4,4706.47,1.72,0.16,3.012,203.83,0,0
2023-03-28,Google Display,Retargeting - Cart Abandon,26147,271,56.64,12,13756.02,1.037,0.21,4.662,242.87,0,0
2023-03-28,Meta Facebook,Back to School,8473,259,658.82,14,11164.14,3.062,2.54,5.561,16.95,0,0
2023-03-28,Meta Facebook,Loyalty Programme,23349,792,2120.05,31,34660.35,3.394,2.68,4.03,16.35,0,0
2023-03-28,Meta Facebook,Promo - Summer Sale,15701,359,958.72,14,9963.1,2.287,2.67,3.9,10.39,0,0
2023-03-28,Meta Facebook,Retargeting - Cart Abandon,37334,1171,3178.29,78,113865.01,3.137,2.71,6.676,35.83,0,0
2023-03-28,Meta Instagram,Brand Awareness Q1,35893,1090,3873.07,13,22700.36,3.039,3.55,1.245,5.86,0,0
2023-03-28,Meta Instagram,Retargeting - Cart Abandon,34652,740,2103.39,34,43324.47,2.137,2.84,4.601,20.6,0,0
2023-03-28,Email,Loyalty Programme,27092,6113,0.0,259,180637.99,22.565,0.0,4.237,0.0,0,0
2023-03-28,Email,Brand Awareness Q1,23099,4785,0.0,165,155904.01,20.718,0.0,3.454,0.0,0,0
2023-03-28,Email,Black Friday Blitz,6426,1002,0.0,54,85301.07,15.607,0.0,5.437,0.0,0,0
2023-03-28,Email,Promo - Summer Sale,20551,2748,1209.21,185,237764.18,13.372,0.44,6.766,196.63,0,0
2023-03-28,Organic,New Product Launch,10607,53,0.0,1,491.03,0.5,0.0,2.05,0.0,0,0
2023-03-28,Organic,Loyalty Programme,23611,118,0.0,5,5870.02,0.5,0.0,4.249,0.0,0,0
2023-03-28,Organic,Promo - Summer Sale,31363,156,34.28,6,9959.54,0.5,0.22,3.954,290.54,0,0
2023-03-29,Google Search,Retargeting - Cart Abandon,11039,706,3305.69,13,19299.24,6.398,4.68,1.926,5.84,0,0
2023-03-29,Google Search,Black Friday Blitz,20561,1597,7578.92,89,53815.08,7.771,4.75,5.611,7.1,0,0
2023-03-29,Google Display,Back to School,6056,75,138.85,5,2386.02,1.253,1.85,7.017,17.18,0,0
2023-03-29,Google Display,Brand Awareness Q1,22252,367,290.96,12,20170.17,1.653,0.79,3.535,69.32,0,0
2023-03-29,Meta Facebook,Valentine Promo,12887,292,725.81,7,7721.75,2.267,2.49,2.652,10.64,0,0
2023-03-29,Meta Facebook,Promo - Summer Sale,35043,641,1838.13,48,53063.0,1.83,2.87,7.531,28.87,0,0
2023-03-29,Meta Facebook,New Product Launch,36750,867,2646.66,23,37655.81,2.359,3.05,2.763,14.23,0,0
2023-03-29,Meta Instagram,Promo - Summer Sale,23630,690,1661.75,47,66873.0,2.923,2.41,6.826,40.24,0,0
2023-03-29,Meta Instagram,Valentine Promo,18854,464,1260.68,35,23221.67,2.461,2.72,7.549,18.42,0,0
2023-03-29,Email,Retargeting - Cart Abandon,19865,3815,0.0,248,178442.44,19.209,0.0,6.522,0.0,0,0
2023-03-29,Email,New Product Launch,6115,964,0.0,42,37318.68,15.771,0.0,4.433,0.0,0,0
2023-03-29,Organic,Valentine Promo,33529,167,0.0,9,15746.1,0.5,0.0,5.779,0.0,0,0
2023-03-29,Organic,Loyalty Programme,12305,61,0.0,2,2895.27,0.5,0.0,3.541,0.0,0,0
2023-03-30,Google Search,Brand Awareness Q1,5979,416,1695.26,12,17828.57,6.971,4.08,2.917,10.52,0,0
2023-03-30,Google Search,End of Year Clearance,18972,987,4460.04,27,24447.68,5.204,4.52,2.771,5.48,0,0
2023-03-30,Google Search,Loyalty Programme,26844,843,3022.29,61,82083.41,3.143,3.59,7.322,27.16,0,0
2023-03-30,Google Display,New Product Launch,29272,359,387.0,26,43764.78,1.227,1.08,7.493,113.09,0,0
2023-03-30,Google Display,Back to School,23065,205,155.18,3,4562.26,0.892,0.76,1.632,29.4,0,0
2023-03-30,Google Display,End of Year Clearance,18782,422,458.29,13,20468.61,2.25,1.09,3.082,44.66,0,0
2023-03-30,Google Display,Brand Awareness Q1,13701,259,324.79,9,11207.82,1.896,1.25,3.706,34.51,0,0
2023-03-30,Meta Facebook,Loyalty Programme,35701,1010,2309.83,43,40874.42,2.832,2.29,4.298,17.7,0,0
2023-03-30,Meta Facebook,Brand Awareness Q1,25303,782,2163.62,23,37218.37,3.091,2.77,3.011,17.2,0,0
2023-03-30,Meta Facebook,Retargeting - Cart Abandon,10192,193,582.72,20,26981.98,1.895,3.02,10.833,46.3,0,0
2023-03-30,Meta Facebook,Back to School,36715,870,2987.83,12,11621.43,2.371,3.43,1.465,3.89,0,0
2023-03-30,Meta Instagram,End of Year Clearance,4180,161,623.98,10,12976.36,3.855,3.88,6.334,20.8,0,0
2023-03-30,Meta Instagram,Valentine Promo,14660,412,1307.16,22,32792.77,2.816,3.17,5.411,25.09,0,0
2023-03-30,Meta Instagram,New Product Launch,12764,393,687.09,4,2628.31,3.087,1.75,1.022,3.83,0,0
2023-03-30,Meta Instagram,Back to School,22849,675,1968.09,21,10015.38,2.955,2.92,3.196,5.09,0,0
2023-03-30,Email,New Product Launch,30449,5791,0.0,379,308167.52,19.019,0.0,6.548,0.0,0,0
2023-03-30,Email,Retargeting - Cart Abandon,34359,5192,1502.9,591,321353.23,15.111,0.29,11.383,213.82,0,0
2023-03-30,Organic,Valentine Promo,16789,83,0.0,1,1047.08,0.5,0.0,1.591,0.0,0,0
2023-03-30,Organic,Black Friday Blitz,28312,141,0.0,10,16994.33,0.5,0.0,7.135,0.0,0,0
2023-03-31,Google Search,New Product Launch,18128,505,1830.38,37,65176.45,2.791,3.62,7.348,35.61,0,0
2023-03-31,Google Search,Brand Awareness Q1,16034,890,3302.15,12,18858.28,5.557,3.71,1.416,5.71,0,0
2023-03-31,Google Search,Back to School,6457,432,1940.5,16,15781.92,6.698,4.49,3.807,8.13,0,0
2023-03-31,Google Search,Black Friday Blitz,20247,1033,4503.62,21,36241.53,5.103,4.36,2.045,8.05,0,0
2023-03-31,Google Display,Promo - Summer Sale,37406,685,1056.71,27,45747.97,1.834,1.54,4.046,43.29,0,0
2023-03-31,Google Display,Brand Awareness Q1,32582,620,684.08,21,22691.15,1.904,1.1,3.395,33.17,0,0
2023-03-31,Meta Facebook,New Product Launch,20434,583,2062.4,17,18092.56,2.854,3.54,3.016,8.77,0,0
2023-03-31,Meta Facebook,End of Year Clearance,11641,366,1000.46,14,8829.92,3.144,2.73,4.019,8.83,0,0
2023-03-31,Meta Instagram,Black Friday Blitz,31486,855,2718.37,19,28713.57,2.718,3.18,2.263,10.56,0,0
2023-03-31,Meta Instagram,New Product Launch,4580,109,351.73,3,1830.21,2.395,3.23,3.031,5.2,0,0
2023-03-31,Email,Back to School,32882,6208,0.0,99,101649.26,18.882,0.0,1.6,0.0,0,0
2023-03-31,Email,New Product Launch,24981,4589,3283.78,358,331618.65,18.373,0.72,7.821,100.99,0,0
2023-03-31,Email,Retargeting - Cart Abandon,16466,3123,0.0,299,411564.32,18.969,0.0,9.589,0.0,0,0
2023-03-31,Email,Black Friday Blitz,20526,3234,0.0,48,55832.83,15.76,0.0,1.511,0.0,0,0
2023-03-31,Organic,Valentine Promo,33610,168,0.0,12,21891.45,0.5,0.0,7.358,0.0,0,0
2023-03-31,Organic,New Product Launch,5337,26,11.86,0,84.34,0.5,0.46,1.038,7.11,0,0
2023-04-01,Google Search,Black Friday Blitz,35469,1403,,27,44418.21,3.958,4.1,1.926,7.73,1,0
2023-04-01,Google Search,Loyalty Programme,7009,437,2115.46,22,16195.8,6.244,4.84,5.063,7.66,1,0
2023-04-01,Google Search,Valentine Promo,46203,3990,19486.12,177,148999.37,8.636,4.88,4.45,7.65,1,0
2023-04-01,Google Display,Retargeting - Cart Abandon,49634,1096,,70,50886.16,2.21,0.48,6.449,96.6,1,0
2023-04-01,Google Display,Promo - Summer Sale,29399,457,631.89,5,2669.24,1.558,1.38,1.309,4.22,1,0
2023-04-01,Google Display,End of Year Clearance,27512,243,336.98,15,25686.74,0.885,1.39,6.235,76.23,1,0
2023-04-01,Meta Facebook,Black Friday Blitz,30271,823,1659.11,33,19535.92,2.72,2.02,4.05,11.77,1,0
2023-04-01,Meta Facebook,End of Year Clearance,45558,965,2335.12,61,34650.64,2.119,2.42,6.346,14.84,1,0
2023-04-01,Meta Facebook,Back to School,41576,766,1992.7,10,5646.71,1.844,2.6,1.373,2.83,1,0
2023-04-01,Meta Instagram,Retargeting - Cart Abandon,43413,1770,4731.66,79,108384.16,4.078,2.67,4.515,22.91,1,0
2023-04-01,Meta Instagram,Brand Awareness Q1,40592,1655,5588.03,14,22884.74,4.079,3.38,0.906,4.1,1,0
2023-04-01,Email,Brand Awareness Q1,52235,9779,1257.84,214,227805.45,18.723,0.13,2.198,181.11,1,0
2023-04-01,Email,Back to School,16137,3100,0.0,57,28047.56,19.216,0.0,1.866,0.0,1,0
2023-04-01,Email,Retargeting - Cart Abandon,27470,6463,0.0,234,139062.31,23.53,0.0,3.623,0.0,1,0
2023-04-01,Organic,Black Friday Blitz,49130,245,105.87,15,8635.86,0.5,0.43,6.368,81.57,1,0
2023-04-01,Organic,New Product Launch,10085,50,0.0,1,1029.27,0.5,0.0,2.723,0.0,1,0
2023-04-01,Organic,End of Year Clearance,12126,60,7.23,4,1417.44,0.5,0.12,7.212,196.05,1,0
2023-04-01,Organic,Brand Awareness Q1,14476,72,33.7,1,1361.38,0.5,0.47,1.88,40.4,1,0
2023-04-02,Google Search,Valentine Promo,6374,313,1306.31,4,6108.1,4.923,4.17,1.567,4.68,1,0
2023-04-02,Google Search,Retargeting - Cart Abandon,44623,2820,13698.4,188,326177.71,6.322,4.86,6.685,23.81,1,0
2023-04-02,Google Display,Brand Awareness Q1,42510,655,617.04,10,13922.33,1.543,0.94,1.637,22.56,1,0
2023-04-02,Google Display,Valentine Promo,14039,181,260.02,4,1541.77,1.291,1.44,2.48,5.93,1,0
2023-04-02,Google Display,End of Year Clearance,27886,457,,14,5811.45,1.64,1.46,3.262,8.71,1,0
2023-04-02,Google Display,Back to School,10422,191,121.3,9,10845.14,1.838,0.64,4.83,89.41,1,0
2023-04-02,Meta Facebook,Loyalty Programme,19661,477,806.18,12,17333.33,2.427,1.69,2.681,21.5,1,0
2023-04-02,Meta Facebook,Black Friday Blitz,37761,724,,11,17451.4,1.918,2.59,1.624,9.29,1,0
2023-04-02,Meta Instagram,Loyalty Programme,28906,816,2967.2,45,78312.47,2.826,3.64,5.53,26.39,1,0
2023-04-02,Meta Instagram,End of Year Clearance,17748,562,1190.52,10,10709.42,3.171,2.12,1.844,9.0,1,0
2023-04-02,Email,Black Friday Blitz,12611,2233,1947.83,152,166360.74,17.708,0.87,6.824,85.41,1,0
2023-04-02,Email,Retargeting - Cart Abandon,45897,10056,1676.18,662,603728.57,21.911,0.17,6.589,360.18,1,0
2023-04-02,Email,Back to School,26523,5917,0.0,292,281283.39,22.31,0.0,4.941,0.0,1,0
2023-04-02,Organic,Valentine Promo,39672,198,166.47,3,3106.26,0.5,0.84,1.651,18.66,1,0
2023-04-02,Organic,Retargeting - Cart Abandon,43463,217,66.72,19,24593.61,0.5,0.31,9.176,368.61,1,0
2023-04-02,Organic,New Product Launch,17516,87,127.69,6,6481.74,0.5,1.47,7.515,50.76,1,0
2023-04-03,Google Search,End of Year Clearance,30806,1703,6328.36,26,39019.74,5.528,3.72,1.554,6.17,0,0
2023-04-03,Google Search,Promo - Summer Sale,22185,1085,4364.62,22,11880.14,4.893,4.02,2.04,2.72,0,0
2023-04-03,Google Search,Retargeting - Cart Abandon,22433,1297,6416.41,142,157251.39,5.785,4.95,11.025,24.51,0,0
2023-04-03,Google Search,New Product Launch,22231,1431,5050.31,71,81097.89,6.439,3.53,4.98,16.06,0,0
2023-04-03,Google Display,End of Year Clearance,36639,603,1345.96,23,11232.67,1.648,2.23,3.974,8.35,0,0
2023-04-03,Google Display,Promo - Summer Sale,20014,288,388.4,10,12324.19,1.441,1.35,3.488,31.73,0,0
2023-04-03,Meta Facebook,Brand Awareness Q1,32273,873,3376.58,9,5584.22,2.707,3.87,1.128,1.65,0,0
2023-04-03,Meta Facebook,Promo - Summer Sale,29577,646,1798.45,8,7635.22,2.185,2.78,1.317,4.25,0,0
2023-04-03,Meta Facebook,Valentine Promo,21397,409,920.89,13,18363.6,1.916,2.25,3.198,19.94,0,0
2023-04-03,Meta Facebook,Loyalty Programme,32923,876,2813.76,47,34481.99,2.662,3.21,5.367,12.25,0,0
2023-04-03,Meta Instagram,New Product Launch,8726,262,819.78,16,19560.91,3.005,3.13,6.229,23.86,0,0
2023-04-03,Meta Instagram,Retargeting - Cart Abandon,10310,283,1015.47,18,6541.16,2.747,3.59,6.459,6.44,0,0
2023-04-03,Email,Promo - Summer Sale,33718,6903,0.0,291,272687.62,20.475,0.0,4.221,0.0,0,0
2023-04-03,Email,Brand Awareness Q1,35342,5588,0.0,87,133306.51,15.814,0.0,1.56,0.0,0,0
2023-04-03,Email,End of Year Clearance,27409,6485,0.0,378,660444.06,23.661,0.0,5.835,0.0,0,0
2023-04-03,Organic,Loyalty Programme,11379,56,0.0,0,334.57,0.5,0.0,1.097,0.0,0,0
2023-04-03,Organic,Black Friday Blitz,3609,18,0.0,1,761.95,0.5,0.0,5.872,0.0,0,0
2023-04-03,Organic,Brand Awareness Q1,4569,22,4.86,0,0.0,0.5,0.22,1.232,-59.0,0,0
2023-04-03,Organic,Promo - Summer Sale,18426,92,0.0,3,3809.06,0.5,0.0,4.051,0.0,0,0
2023-04-04,Google Search,New Product Launch,11727,495,2226.91,21,7905.6,4.223,4.5,4.318,3.55,0,0
2023-04-04,Google Search,Promo - Summer Sale,14881,1220,4960.57,89,126601.14,8.201,4.07,7.317,25.52,0,0
2023-04-04,Google Search,Retargeting - Cart Abandon,32554,1719,6450.08,213,220166.98,5.283,3.75,12.395,34.13,0,0
2023-04-04,Google Search,End of Year Clearance,32372,1773,8370.61,90,57624.52,5.477,4.72,5.097,6.88,0,0
2023-04-04,Google Display,Loyalty Programme,9152,140,195.02,7,9452.56,1.533,1.39,5.413,48.47,0,0
2023-04-04,Google Display,Brand Awareness Q1,30706,297,270.55,10,14136.03,0.969,0.91,3.47,52.25,0,0
2023-04-04,Google Display,Retargeting - Cart Abandon,39007,518,1106.21,66,26472.37,1.33,2.14,12.789,23.93,0,0
2023-04-04,Google Display,Back to School,30413,496,618.03,21,25442.39,1.631,1.25,4.403,41.17,0,0
2023-04-04,Meta Facebook,Back to School,38887,778,1742.56,8,9335.31,2.003,2.24,1.133,5.36,0,0
2023-04-04,Meta Facebook,New Product Launch,39274,642,1804.77,9,15140.76,1.637,2.81,1.445,8.39,0,0
2023-04-04,Meta Facebook,Valentine Promo,30412,715,1781.01,51,26677.47,2.354,2.49,7.224,14.98,0,0
2023-04-04,Meta Facebook,Brand Awareness Q1,25312,866,3261.94,17,16754.42,3.423,3.77,2.069,5.14,0,0
2023-04-04,Meta Instagram,Black Friday Blitz,33746,1221,4453.47,41,27987.33,3.618,3.65,3.407,6.28,0,0
2023-04-04,Meta Instagram,New Product Launch,17134,378,1249.11,19,25654.36,2.207,3.3,5.114,20.54,0,0
2023-04-04,Email,Back to School,27908,4566,,352,548224.65,16.361,0.0,7.719,0.0,0,0
2023-04-04,Email,Retargeting - Cart Abandon,26884,4129,0.0,434,654860.4,15.359,0.0,10.515,0.0,0,0
2023-04-04,Email,End of Year Clearance,13711,2446,0.0,130,98705.38,17.841,0.0,5.353,0.0,0,0
2023-04-04,Email,Valentine Promo,8738,1316,0.0,74,40113.18,15.066,0.0,5.669,0.0,0,0
2023-04-04,Organic,Retargeting - Cart Abandon,9295,46,,4,7575.53,0.5,0.51,10.487,325.83,0,0
2023-04-04,Organic,Back to School,34733,173,0.0,5,3160.63,0.5,0.0,3.126,0.0,0,0
2023-04-05,Google Search,Brand Awareness Q1,19731,917,4107.57,16,8984.75,4.649,4.48,1.75,2.19,0,0
2023-04-05,Google Search,Valentine Promo,36468,2212,10421.21,27,11849.27,6.066,4.71,1.224,1.14,0,0
2023-04-05,Google Display,Promo - Summer Sale,39646,628,388.09,16,11509.88,1.586,0.62,2.569,29.66,0,0
2023-04-05,Google Display,New Product Launch,24873,306,44.39,19,28114.12,1.233,0.15,6.494,633.34,0,0
2023-04-05,Google Display,Brand Awareness Q1,39161,724,1255.7,10,5434.89,1.849,1.73,1.436,4.33,0,0
2023-04-05,Meta Facebook,End of Year Clearance,31148,1177,4326.02,77,134423.25,3.78,3.68,6.593,31.07,0,0
2023-04-05,Meta Facebook,Promo - Summer Sale,10397,227,684.67,17,25074.3,2.185,3.02,7.823,36.62,0,0
2023-04-05,Meta Facebook,Valentine Promo,8659,159,446.88,10,3882.34,1.839,2.81,6.765,8.69,0,0
2023-04-05,Meta Facebook,Brand Awareness Q1,9874,193,464.9,2,1213.01,1.963,2.41,1.085,2.61,0,0
2023-04-05,Meta Instagram,Valentine Promo,22267,666,2357.3,39,56835.22,2.994,3.54,5.957,24.11,0,0
2023-04-05,Meta Instagram,Retargeting - Cart Abandon,36385,991,2859.22,97,47655.51,2.724,2.89,9.805,16.67,0,0
2023-04-05,Email,Valentine Promo,10844,2328,1513.19,161,159051.93,21.473,0.65,6.94,105.11,0,0
2023-04-05,Email,End of Year Clearance,29348,6427,0.0,410,147595.94,21.899,0.0,6.385,0.0,0,0
2023-04-05,Email,Loyalty Programme,33858,6950,0.0,235,254570.73,20.529,0.0,3.389,0.0,0,0
2023-04-05,Email,Promo - Summer Sale,7852,1224,0.0,35,48195.53,15.594,0.0,2.862,0.0,0,0
2023-04-05,Organic,Valentine Promo,37758,188,250.69,7,4785.48,0.5,1.33,3.952,19.09,0,0
2023-04-05,Organic,New Product Launch,31661,158,39.41,6,5592.56,0.5,0.25,3.894,141.91,0,0
2023-04-05,Organic,Promo - Summer Sale,33161,165,0.0,12,13165.6,0.5,0.0,7.663,0.0,0,0
2023-04-06,Google Search,Valentine Promo,3621,253,1003.65,15,16492.03,6.992,3.97,6.023,16.43,0,0
2023-04-06,Google Search,Brand Awareness Q1,8516,629,3254.82,5,4037.22,7.397,5.17,0.797,1.24,0,0
2023-04-06,Google Search,New Product Launch,13929,1003,5295.97,40,36419.12,7.203,5.28,4.039,6.88,0,0
2023-04-06,Google Search,Promo - Summer Sale,4772,361,1574.52,20,25468.16,7.571,4.36,5.621,16.18,0,0
2023-04-06,Google Display,Brand Awareness Q1,38653,515,256.89,18,25550.7,1.333,0.5,3.557,99.46,0,0
2023-04-06,Google Display,Black Friday Blitz,23546,349,521.42,25,9228.92,1.483,1.49,7.365,17.7,0,0
2023-04-06,Google Display,New Product Launch,21807,397,351.18,28,34522.71,1.822,0.88,7.301,98.3,0,0
2023-04-06,Google Display,Loyalty Programme,13008,174,208.36,10,10049.49,1.342,1.2,5.902,48.23,0,0
2023-04-06,Meta Facebook,End of Year Clearance,26018,419,1322.94,30,44451.25,1.611,3.16,7.214,33.6,0,0
2023-04-06,Meta Facebook,Back to School,29862,862,3106.61,55,89778.42,2.888,3.6,6.428,28.9,0,0
2023-04-06,Meta Instagram,Brand Awareness Q1,29231,1130,3667.63,34,48391.01,3.866,3.25,3.038,13.19,0,0
2023-04-06,Meta Instagram,Valentine Promo,11693,402,1184.08,18,20495.59,3.439,2.95,4.643,17.31,0,0
2023-04-06,Email,Promo - Summer Sale,37148,5544,3577.16,187,237827.16,14.926,0.65,3.385,66.48,0,0
2023-04-06,Email,Black Friday Blitz,5558,675,0.0,8,12047.07,12.148,0.0,1.195,0.0,0,0
2023-04-06,Organic,Black Friday Blitz,31273,156,24.22,12,5896.24,0.5,0.16,7.909,243.45,0,0
2023-04-06,Organic,New Product Launch,6349,31,0.0,2,1346.92,0.5,0.0,6.891,0.0,0,0
2023-04-06,Organic,Loyalty Programme,36509,182,146.09,6,2760.06,0.5,0.8,3.481,18.89,0,0
2023-04-06,Organic,Retargeting - Cart Abandon,10389,51,0.0,3,3383.58,0.5,0.0,6.626,0.0,0,0
2023-04-07,Google Search,Back to School,18855,1037,4905.42,68,121010.94,5.503,4.73,6.638,24.67,0,0
2023-04-07,Google Search,Valentine Promo,38347,2045,,141,97139.58,5.334,4.51,6.911,10.54,0,0
2023-04-07,Google Display,Black Friday Blitz,27114,312,525.38,14,10006.76,1.154,1.68,4.638,19.05,0,0
2023-04-07,Google Display,Retargeting - Cart Abandon,25010,399,507.33,29,17901.75,1.597,1.27,7.384,35.29,0,0
2023-04-07,Google Display,Valentine Promo,26540,395,859.74,16,9137.43,1.492,2.18,4.18,10.63,0,0
2023-04-07,Meta Facebook,Loyalty Programme,7843,219,535.31,8,4332.16,2.799,2.44,3.974,8.09,0,0
2023-04-07,Meta Facebook,Promo - Summer Sale,17194,349,910.12,14,12355.52,2.03,2.61,4.123,13.58,0,0
2023-04-07,Meta Facebook,Brand Awareness Q1,38290,558,1898.82,10,11417.68,1.46,3.4,1.91,6.01,0,0
2023-04-07,Meta Instagram,Black Friday Blitz,30062,1114,3861.07,88,118969.58,3.708,3.47,7.976,30.81,0,0
2023-04-07,Meta Instagram,Back to School,35482,1502,5075.8,91,86831.61,4.236,3.38,6.122,17.11,0,0
2023-04-07,Meta Instagram,Valentine Promo,13843,518,1403.94,10,5212.92,3.746,2.71,2.01,3.71,0,0
2023-04-07,Email,Back to School,37522,3911,270.01,71,46364.32,10.424,0.07,1.826,171.71,0,0
2023-04-07,Email,Retargeting - Cart Abandon,34047,7189,0.0,141,81751.3,21.115,0.0,1.965,0.0,0,0
2023-04-07,Email,Valentine Promo,38905,8671,,310,536000.67,22.289,0.34,3.585,183.12,0,0
2023-04-07,Email,Black Friday Blitz,31134,5532,0.0,98,86536.75,17.771,0.0,1.772,0.0,0,0
2023-04-07,Organic,Brand Awareness Q1,27233,136,6.98,2,1726.37,0.5,0.05,1.567,247.33,0,0
2023-04-07,Organic,Retargeting - Cart Abandon,22582,112,0.0,7,10450.85,0.5,0.0,7.042,0.0,0,0
2023-04-07,Organic,End of Year Clearance,11131,55,0.0,3,2917.31,0.5,0.0,6.487,0.0,0,0
2023-04-08,Google Search,Black Friday Blitz,46199,2245,11293.76,22,25079.76,4.862,5.03,1.015,2.22,1,0
2023-04-08,Google Search,New Product Launch,10531,585,2386.66,41,39312.29,5.562,4.08,7.093,16.47,1,0
2023-04-08,Google Search,Promo - Summer Sale,30066,1500,6391.62,74,122491.9,4.99,4.26,4.96,19.16,1,0
2023-04-08,Google Display,Back to School,16372,150,181.73,6,6235.13,0.92,1.21,4.533,34.31,1,0
2023-04-08,Google Display,Retargeting - Cart Abandon,42328,801,931.42,72,40716.87,1.893,1.16,9.073,43.71,1,0
2023-04-08,Google Display,Loyalty Programme,31903,488,490.34,7,8894.65,1.53,1.0,1.625,18.14,1,0
2023-04-08,Meta Facebook,Loyalty Programme,32454,712,1805.63,34,59403.93,2.194,2.54,4.787,32.9,1,0
2023-04-08,Meta Facebook,End of Year Clearance,40038,1080,3042.51,66,84578.04,2.698,2.82,6.151,27.8,1,0
2023-04-08,Meta Facebook,Promo - Summer Sale,18163,497,1538.13,29,33672.02,2.738,3.09,5.95,21.89,1,0
2023-04-08,Meta Facebook,New Product Launch,30895,658,2068.28,32,17091.68,2.131,3.14,4.927,8.26,1,0
2023-04-08,Meta Instagram,Promo - Summer Sale,7966,270,784.96,20,21716.58,3.396,2.91,7.701,27.67,1,0
2023-04-08,Meta Instagram,New Product Launch,45023,1141,3049.61,51,19149.59,2.535,2.67,4.518,6.28,1,0
2023-04-08,Meta Instagram,Black Friday Blitz,49347,1463,4936.21,33,12189.99,2.966,3.37,2.258,2.47,1,0
2023-04-08,Meta Instagram,Loyalty Programme,21061,617,2498.2,16,21947.57,2.93,4.05,2.717,8.79,1,0
2023-04-08,Email,Back to School,31741,5757,0.0,219,90885.21,18.139,0.0,3.813,0.0,1,0
2023-04-08,Email,Promo - Summer Sale,5796,1169,803.46,39,23929.66,20.173,0.69,3.38,29.78,1,0
2023-04-08,Email,Loyalty Programme,6542,950,0.0,66,53328.64,14.527,0.0,7.018,0.0,1,0
2023-04-08,Email,Black Friday Blitz,25967,4338,1582.88,71,125532.78,16.708,0.36,1.637,79.31,1,0
2023-04-08,Organic,Retargeting - Cart Abandon,25693,128,0.0,13,7881.51,0.5,0.0,10.205,0.0,1,0
2023-04-08,Organic,Black Friday Blitz,38456,192,15.18,11,4796.36,0.5,0.08,5.75,315.97,1,0
2023-04-08,Organic,Promo - Summer Sale,31572,157,58.67,3,4212.43,0.5,0.37,2.27,71.8,1,0
2023-04-08,Organic,Loyalty Programme,29515,147,130.5,5,3774.46,0.5,0.89,3.73,28.92,1,0
2023-04-09,Google Search,Valentine Promo,14274,867,4254.06,11,7503.22,6.078,4.91,1.363,1.76,1,0
2023-04-09,Google Search,Black Friday Blitz,23175,1434,6654.64,63,91078.74,6.188,4.64,4.451,13.69,1,0
2023-04-09,Google Search,New Product Launch,36069,2663,15135.71,203,150239.23,7.386,5.68,7.645,9.93,1,0
2023-04-09,Google Display,Back to School,44503,613,739.89,7,8993.2,1.378,1.21,1.202,12.15,1,0
2023-04-09,Google Display,Loyalty Programme,5190,102,65.56,2,3146.24,1.967,0.64,2.884,47.99,1,0
2023-04-09,Google Display,Brand Awareness Q1,13100,107,117.48,1,1777.86,0.818,1.1,1.362,15.13,1,0
2023-04-09,Meta Facebook,Black Friday Blitz,41889,812,2250.3,12,15252.74,1.94,2.77,1.587,6.78,1,0
2023-04-09,Meta Facebook,Loyalty Programme,21313,603,1375.11,39,22038.37,2.831,2.28,6.48,16.03,1,0
2023-04-09,Meta Instagram,Retargeting - Cart Abandon,51319,1763,4911.59,117,41377.11,3.436,2.79,6.66,8.42,1,0
2023-04-09,Meta Instagram,New Product Launch,43357,1372,3613.09,106,132306.8,3.167,2.63,7.728,36.62,1,0
2023-04-09,Meta Instagram,Black Friday Blitz,18503,505,1349.91,5,8389.29,2.734,2.67,1.004,6.21,1,0
2023-04-09,Meta Instagram,Back to School,45329,1188,3612.91,34,24271.83,2.623,3.04,2.913,6.72,1,0
2023-04-09,Email,Loyalty Programme,21067,2676,449.94,136,148089.36,12.704,0.17,5.096,329.13,1,0
2023-04-09,Email,Valentine Promo,8302,1783,641.14,37,41967.84,21.481,0.36,2.13,65.46,1,0
2023-04-09,Email,End of Year Clearance,9816,1996,0.0,61,56805.19,20.336,0.0,3.104,0.0,1,0
2023-04-09,Email,Back to School,15368,2772,535.81,188,263726.97,18.043,0.19,6.813,492.2,1,0
2023-04-09,Organic,Loyalty Programme,46834,234,102.26,18,14623.42,0.5,0.44,7.702,143.0,1,0
