date,source_medium,device_category,sessions,bounce_rate_pct,pages_per_session,avg_session_duration_sec,transactions,revenue_zar,conversion_rate_pct,landing_page,is_promo_period
2023-07-12,instagram / paid,desktop,202,48.5,4.06,223.9,3,3422.89,1.69,/products/casual-sneakers,1
2023-07-12,google / organic,mobile,178,73.7,2.72,235.6,4,2757.57,2.496,/products/casual-sneakers,1
2023-07-12,google / cpc,mobile,240,54.1,3.88,144.3,10,14195.31,4.407,/products/casual-sneakers,1
2023-07-12,instagram / paid,desktop,83,54.9,1.89,61.1,2,982.18,3.276,/about,1
2023-07-12,google / organic,mobile,183,53.2,2.68,254.6,3,1501.24,1.924,/products/running-shoes,1
2023-07-12,google / organic,desktop,135,,4.49,166.0,3,4452.44,2.613,/about,1
2023-07-12,google / cpc,desktop,116,72.9,2.59,78.8,3,2853.74,3.25,/checkout,1
2023-07-12,facebook / paid,mobile,23,64.1,4.58,239.1,0,0.0,4.056,/products/casual-sneakers,1
2023-07-12,google / cpc,tablet,204,53.3,3.11,124.3,7,4683.42,3.627,/about,1
2023-07-12,google / cpc,mobile,39,64.1,5.4,171.3,2,632.86,5.551,/products/running-shoes,1
2023-07-13,instagram / paid,mobile,91,38.4,5.24,147.0,0,0.0,1.066,/about,1
2023-07-13,instagram / paid,desktop,114,44.1,4.72,197.9,5,2312.79,4.485,/order-confirmation,1
2023-07-13,instagram / paid,mobile,25,42.8,4.02,137.7,0,0.0,3.77,/about,1
2023-07-13,facebook / paid,desktop,220,73.3,2.19,51.4,5,5600.16,2.717,/order-confirmation,1
2023-07-13,google / cpc,desktop,48,,1.94,144.7,1,671.65,2.899,/home,1
2023-07-13,facebook / paid,desktop,247,44.3,4.97,70.4,15,6859.43,6.136,/products/running-shoes,1
2023-07-13,instagram / paid,mobile,26,68.8,5.41,46.2,0,0.0,1.092,/checkout,1
2023-07-13,facebook / paid,mobile,204,40.2,3.61,251.3,7,8218.79,3.848,/sale,1
2023-07-13,facebook / paid,tablet,82,48.2,3.34,127.9,3,901.36,4.485,/home,1
2023-07-13,(direct) / none,desktop,139,58.7,3.53,174.3,7,3027.47,5.512,/home,1
2023-07-13,google / cpc,mobile,299,50.7,3.2,87.0,22,9192.66,7.579,/about,1
2023-07-13,google / cpc,desktop,336,71.4,5.01,224.7,5,6275.08,1.716,/home,1
2023-07-13,email / newsletter,desktop,239,,3.9,228.0,6,3218.38,2.86,/cart,1
2023-07-13,(direct) / none,mobile,156,73.2,1.65,128.6,5,6627.3,3.315,/home,1
2023-07-13,facebook / paid,mobile,152,71.5,2.17,133.9,6,2340.21,4.498,/sale,1
2023-07-13,google / organic,mobile,105,56.6,1.88,45.6,2,1093.4,2.392,/order-confirmation,1
2023-07-13,google / cpc,desktop,285,60.4,4.15,140.9,8,10922.35,2.834,/about,1
2023-07-13,facebook / paid,mobile,173,40.6,2.7,160.2,7,9294.6,4.589,/checkout,1
2023-07-13,(direct) / none,desktop,21,52.0,3.58,249.1,0,0.0,2.925,/checkout,1
2023-07-13,facebook / paid,mobile,253,35.0,1.96,234.9,5,4123.12,2.21,/checkout,1
2023-07-13,facebook / paid,mobile,150,62.2,3.6,254.2,10,11633.3,6.981,/products/running-shoes,1
2023-07-13,instagram / paid,mobile,96,45.5,1.67,254.6,1,499.65,1.261,/sale,1
2023-07-13,facebook / paid,mobile,323,63.6,5.24,206.1,4,2467.3,1.443,/products/running-shoes,1
2023-07-13,facebook / paid,mobile,208,43.9,2.89,275.2,10,10954.15,5.213,/checkout,1
2023-07-13,(direct) / none,desktop,156,68.7,4.13,187.6,8,8504.89,5.408,/about,1
2023-07-13,google / organic,mobile,326,66.8,5.13,55.8,8,4181.74,2.626,/home,1
2023-07-13,(direct) / none,desktop,267,62.7,3.51,135.9,6,4197.61,2.314,/home,1
2023-07-13,google / cpc,mobile,260,44.1,1.66,161.7,6,4009.13,2.444,/products/running-shoes,1
2023-07-13,(direct) / none,desktop,293,57.1,4.24,107.0,7,9267.07,2.392,/about,1
2023-07-13,google / cpc,mobile,22,49.7,5.03,108.5,0,0.0,2.405,/products/running-shoes,1
2023-07-13,email / newsletter,mobile,54,47.0,5.32,263.4,2,771.12,5.213,/cart,1
2023-07-13,facebook / paid,mobile,175,48.6,4.28,191.3,2,2628.24,1.183,/products/running-shoes,1
2023-07-13,google / organic,mobile,321,68.2,3.05,201.6,22,29310.81,6.955,/sale,1
2023-07-13,facebook / paid,mobile,294,39.0,3.94,80.1,20,19131.55,7.033,/products/casual-sneakers,1
2023-07-14,google / cpc,mobile,58,70.7,2.36,236.1,1,655.68,2.847,/home,1
2023-07-14,facebook / paid,mobile,131,36.5,4.55,116.7,6,6778.5,5.33,/checkout,1
2023-07-14,google / cpc,desktop,25,64.6,4.32,67.8,0,0.0,3.432,/cart,1
2023-07-14,google / cpc,mobile,108,72.5,1.98,227.2,8,4718.29,7.8,/sale,1
2023-07-14,instagram / paid,tablet,202,61.8,4.28,226.1,5,1694.22,2.717,/checkout,1
2023-07-14,google / organic,desktop,193,43.2,4.86,121.6,6,2630.2,3.38,/sale,1
2023-07-14,google / cpc,mobile,26,35.5,2.79,84.7,1,624.69,7.215,/checkout,1
2023-07-14,google / organic,mobile,165,54.2,3.63,144.7,1,849.07,1.079,/checkout,1
2023-07-14,(direct) / none,mobile,74,52.8,2.19,151.0,1,1250.47,2.223,/home,1
2023-07-14,(direct) / none,desktop,131,74.4,3.89,50.1,2,1781.67,2.158,/order-confirmation,1
2023-07-14,facebook / paid,desktop,125,72.5,1.89,250.3,5,6436.97,4.55,/sale,1
2023-07-14,google / cpc,mobile,99,45.5,4.48,122.3,1,476.15,1.885,/cart,1
2023-07-14,google / cpc,mobile,47,63.9,4.95,260.8,2,1854.97,5.915,/checkout,1
2023-07-14,facebook / paid,desktop,135,71.9,4.17,243.7,6,7748.71,4.693,/cart,1
2023-07-14,google / cpc,mobile,82,42.9,4.29,182.2,3,2650.28,4.836,/sale,1
2023-07-14,facebook / paid,mobile,153,54.5,2.01,64.0,11,6386.45,7.8,/sale,1
2023-07-14,facebook / paid,desktop,33,52.3,3.95,49.9,2,619.35,7.501,/home,1
2023-07-14,instagram / paid,desktop,96,68.7,2.89,83.9,7,4436.63,7.345,/home,1
2023-07-14,email / newsletter,desktop,148,44.2,5.08,92.2,10,8407.56,7.046,/home,1
2023-07-14,facebook / paid,desktop,89,36.4,2.24,46.7,6,1910.47,7.358,/about,1
2023-07-14,(direct) / none,tablet,96,54.8,4.49,93.1,7,9123.2,7.592,/sale,1
2023-07-14,instagram / paid,mobile,61,63.2,2.62,74.6,0,0.0,1.183,/products/running-shoes,1
2023-07-14,facebook / paid,desktop,179,38.2,4.69,158.9,9,6434.85,5.499,/home,1
2023-07-15,google / organic,tablet,199,44.8,4.99,57.6,4,4414.26,2.223,/home,1
2023-07-15,google / cpc,desktop,89,58.9,3.97,180.6,3,1248.91,3.601,/about,1
2023-07-15,google / cpc,mobile,17,57.5,5.43,133.3,0,0.0,2.912,/products/casual-sneakers,1
2023-07-15,(direct) / none,mobile,180,68.3,4.95,227.0,5,3817.04,2.795,/about,1
2023-07-15,google / cpc,mobile,184,72.3,1.58,274.3,10,3414.54,5.759,/cart,1
2023-07-15,facebook / paid,desktop,107,53.6,3.38,222.6,6,1914.76,5.837,/about,1
2023-07-15,google / cpc,mobile,209,47.9,3.85,45.4,2,2315.45,1.092,/sale,1
2023-07-15,facebook / paid,mobile,136,71.5,3.06,134.7,9,10697.8,6.838,/sale,1
2023-07-15,instagram / paid,desktop,131,74.9,2.34,48.3,4,4144.68,3.211,/order-confirmation,1
2023-07-15,google / cpc,mobile,151,55.1,2.13,116.8,8,5526.97,5.408,/products/casual-sneakers,1
2023-07-15,email / newsletter,mobile,101,64.7,4.49,252.8,6,6520.67,6.422,/about,1
2023-07-15,google / organic,mobile,99,72.6,2.86,189.2,4,4316.12,4.836,/sale,1
2023-07-15,(direct) / none,mobile,111,41.7,4.65,182.5,5,4581.03,5.382,/about,1
2023-07-15,google / organic,mobile,35,61.1,2.65,253.9,2,2970.56,6.292,/checkout,1
2023-07-15,email / newsletter,mobile,126,60.4,5.05,213.7,7,8018.58,6.006,/home,1
2023-07-15,google / cpc,mobile,87,55.9,4.19,130.5,4,2919.65,5.538,/home,1
2023-07-15,google / cpc,mobile,207,39.6,3.28,171.0,15,12428.2,7.605,/order-confirmation,1
2023-07-15,google / cpc,desktop,183,48.3,4.24,205.0,9,5716.01,5.239,/about,1
2023-07-15,instagram / paid,desktop,21,39.0,3.75,264.7,1,1331.5,4.849,/home,1
2023-07-15,google / organic,mobile,162,47.6,4.51,113.6,3,1990.79,1.976,/products/casual-sneakers,1
2023-07-15,google / cpc,mobile,207,38.9,4.99,173.6,11,15347.88,5.785,/products/casual-sneakers,1
2023-07-15,google / organic,mobile,187,57.0,5.19,248.5,2,2836.13,1.508,/home,1
2023-07-15,google / organic,mobile,215,,1.84,169.6,11,7054.58,5.525,/checkout,1
2023-07-15,google / cpc,mobile,44,44.1,4.36,168.5,2,2734.01,5.954,/products/running-shoes,1
2023-07-15,instagram / paid,mobile,164,59.2,2.66,191.4,4,5650.14,2.73,/cart,1
2023-07-15,google / cpc,desktop,57,43.9,3.03,52.9,1,939.99,1.911,/cart,1
2023-07-15,facebook / paid,desktop,223,60.2,3.02,272.2,3,1692.45,1.456,/about,1
2023-07-16,google / organic,mobile,150,61.9,3.8,147.9,3,2409.61,2.457,/about,1
2023-07-16,facebook / paid,mobile,205,39.4,2.35,60.7,8,2576.44,4.173,/products/casual-sneakers,1
2023-07-16,instagram / paid,mobile,160,37.6,3.44,104.8,11,13335.26,7.137,/sale,1
2023-07-16,google / cpc,mobile,43,39.0,4.12,86.6,3,2199.44,7.761,/checkout,1
2023-07-16,(direct) / none,desktop,307,35.7,2.84,183.7,9,7873.59,3.029,/sale,1
2023-07-16,google / organic,desktop,53,70.3,2.41,277.7,1,611.82,2.444,/home,1
2023-07-16,(direct) / none,mobile,209,47.3,2.1,248.9,15,19523.47,7.319,/checkout,1
2023-07-16,facebook / paid,mobile,125,38.0,3.48,251.2,6,8820.04,5.408,/cart,1
2023-07-16,email / newsletter,tablet,19,63.8,4.99,254.9,0,0.0,3.757,/order-confirmation,1
2023-07-16,facebook / paid,desktop,341,62.1,2.41,64.3,19,26571.72,5.577,/sale,1
2023-07-16,google / cpc,desktop,314,53.5,4.15,105.9,7,9792.31,2.262,/home,1
2023-07-16,facebook / paid,desktop,207,54.4,1.65,191.0,2,1612.68,1.157,/cart,1
2023-07-16,facebook / paid,desktop,323,48.0,5.25,149.9,17,25411.86,5.291,/products/casual-sneakers,1
2023-07-16,facebook / paid,desktop,70,64.6,1.91,247.9,2,2215.3,3.055,/sale,1
2023-07-16,google / organic,mobile,39,74.4,4.04,148.6,1,1393.69,4.056,/order-confirmation,1
2023-07-16,google / organic,desktop,229,58.0,4.92,222.5,10,13944.25,4.459,/sale,1
2023-07-16,google / cpc,desktop,102,54.9,1.53,54.3,3,4004.85,3.692,/products/casual-sneakers,1
2023-07-16,google / cpc,mobile,270,37.3,4.85,258.1,13,17330.67,4.875,/checkout,1
2023-07-16,facebook / paid,mobile,424,69.1,3.31,182.6,13,13317.38,3.094,/products/running-shoes,1
2023-07-16,google / organic,desktop,394,35.5,2.64,56.5,11,4298.15,2.99,/cart,1
2023-07-17,instagram / paid,mobile,153,49.6,1.77,153.8,10,8997.48,6.721,/cart,1
2023-07-17,google / cpc,mobile,27,59.7,4.37,83.8,0,0.0,2.067,/checkout,1
2023-07-17,facebook / paid,mobile,353,40.0,4.93,246.7,8,10708.94,2.444,/about,1
2023-07-17,(direct) / none,mobile,346,71.4,4.06,275.0,14,19565.93,4.329,/home,1
2023-07-17,google / organic,mobile,28,68.1,3.23,165.4,1,1192.15,4.368,/order-confirmation,1
2023-07-17,email / newsletter,mobile,471,70.5,4.01,94.5,5,5176.36,1.118,/checkout,1
2023-07-17,google / organic,mobile,171,44.0,3.99,239.9,4,3148.45,2.665,/products/running-shoes,1
2023-07-17,(direct) / none,desktop,40,63.4,3.84,52.9,1,369.72,4.732,/about,1
2023-07-17,google / organic,mobile,408,44.6,2.44,139.7,13,13472.68,3.198,/cart,1
2023-07-17,google / organic,mobile,78,74.5,2.33,57.7,1,994.6,2.223,/checkout,1
2023-07-17,google / cpc,mobile,86,72.7,4.48,46.5,4,5709.13,5.811,/products/casual-sneakers,1
2023-07-17,google / organic,mobile,61,60.2,3.8,238.1,2,2367.0,4.355,/home,1
2023-07-17,facebook / paid,mobile,424,39.8,2.42,179.5,17,12018.26,4.056,/products/casual-sneakers,1
2023-07-17,(direct) / none,mobile,75,47.7,2.56,71.5,0,0.0,1.274,/checkout,1
2023-07-17,email / newsletter,desktop,79,47.0,5.0,106.6,5,3266.56,7.462,/cart,1
2023-07-17,facebook / paid,mobile,28,57.4,2.15,101.0,1,891.07,4.55,/about,1
2023-07-17,facebook / paid,mobile,235,48.4,4.99,125.0,16,16383.58,6.968,/products/casual-sneakers,1
2023-07-17,google / cpc,desktop,215,66.6,2.78,114.1,6,7778.92,3.172,/checkout,1
2023-07-17,google / organic,mobile,107,66.6,1.83,135.8,6,8372.44,5.733,/cart,1
2023-07-17,facebook / paid,mobile,16,43.6,3.23,215.7,1,725.66,6.331,/products/running-shoes,1
2023-07-18,facebook / paid,tablet,271,66.9,2.74,206.7,7,9081.13,2.652,/checkout,1
2023-07-18,google / organic,desktop,31,70.7,4.36,279.4,2,2778.6,6.591,/about,1
2023-07-18,facebook / paid,mobile,277,40.9,2.2,192.3,7,10139.99,2.652,/sale,1
2023-07-18,google / organic,mobile,267,60.1,3.66,110.6,4,2229.38,1.729,/home,1
2023-07-18,google / organic,mobile,317,46.1,3.33,64.6,19,23177.82,6.201,/checkout,1
2023-07-18,google / organic,desktop,312,42.9,5.06,215.6,22,8467.0,7.241,/checkout,1
2023-07-18,google / cpc,desktop,91,53.8,2.82,54.4,3,3831.16,3.679,/checkout,1
2023-07-18,instagram / paid,desktop,275,72.1,2.97,227.0,10,10503.82,3.653,/checkout,1
2023-07-18,instagram / paid,mobile,302,42.2,3.84,167.6,13,4552.42,4.472,/cart,1
2023-07-18,instagram / paid,desktop,178,50.4,3.59,241.7,3,1364.98,2.223,/order-confirmation,1
2023-07-18,google / organic,mobile,262,55.2,4.68,149.8,13,11745.17,5.2,/order-confirmation,1
2023-07-18,google / cpc,desktop,148,72.4,3.86,158.6,4,2397.5,2.964,/checkout,1
2023-07-18,google / cpc,desktop,292,62.0,3.15,52.8,17,8150.63,6.019,/products/casual-sneakers,1
2023-07-18,google / organic,tablet,279,66.0,2.15,75.5,19,8002.92,7.085,/sale,1
2023-07-18,instagram / paid,tablet,297,72.1,4.68,182.1,8,4410.51,2.782,/cart,1
2023-07-18,google / cpc,mobile,101,36.1,4.93,154.0,3,3629.78,3.666,/products/casual-sneakers,1
2023-07-18,email / newsletter,mobile,143,61.9,3.73,247.3,7,4646.28,5.239,/sale,1
2023-07-18,google / organic,mobile,264,62.5,1.8,120.7,2,1330.57,1.105,/about,1
2023-07-18,google / cpc,mobile,186,67.5,3.34,149.8,4,2319.09,2.392,/checkout,1
2023-07-18,facebook / paid,mobile,25,49.9,1.99,199.2,1,353.85,7.397,/home,1
2023-07-18,google / organic,desktop,114,63.7,1.61,258.4,5,5916.97,4.758,/checkout,1
2023-07-18,google / organic,mobile,296,56.7,2.88,188.7,19,20967.37,6.461,/checkout,1
2023-07-18,google / organic,mobile,317,72.4,5.14,265.4,20,7134.91,6.591,/checkout,1
2023-07-18,google / cpc,mobile,321,73.9,2.46,144.9,11,12219.67,3.705,/products/running-shoes,1
2023-07-18,google / cpc,mobile,217,53.3,3.24,251.6,7,10179.4,3.536,/checkout,1
2023-07-18,google / cpc,mobile,31,39.3,1.88,74.1,1,533.14,3.653,/order-confirmation,1
2023-07-18,(direct) / none,mobile,82,70.0,3.76,112.5,2,2546.67,2.613,/checkout,1
2023-07-18,(direct) / none,desktop,107,56.5,2.82,104.6,3,3724.16,3.341,/cart,1
2023-07-18,google / cpc,desktop,289,47.2,5.5,235.1,18,16325.93,6.331,/products/casual-sneakers,1
2023-07-18,email / newsletter,desktop,197,45.3,3.18,70.3,12,6642.81,6.162,/order-confirmation,1
2023-07-18,google / organic,mobile,229,53.1,3.67,126.5,17,18778.12,7.449,/checkout,1
2023-07-18,instagram / paid,mobile,281,62.8,2.19,198.3,10,5334.0,3.575,/order-confirmation,1
2023-07-18,google / cpc,mobile,73,66.0,4.8,153.3,4,4215.09,6.071,/about,1
2023-07-18,facebook / paid,desktop,100,57.2,1.52,205.0,5,6554.4,5.811,/products/running-shoes,1
2023-07-18,email / newsletter,mobile,27,61.1,5.31,182.0,0,0.0,1.521,/home,1
2023-07-18,google / cpc,tablet,167,42.5,2.98,172.2,5,7066.44,3.146,/products/running-shoes,1
2023-07-18,facebook / paid,mobile,253,68.3,3.36,173.5,10,5720.61,4.186,/order-confirmation,1
2023-07-18,(direct) / none,tablet,224,41.3,1.59,148.4,9,6867.89,4.459,/about,1
2023-07-19,email / newsletter,mobile,129,64.9,5.33,73.2,3,3349.97,2.86,/products/running-shoes,1
2023-07-19,(direct) / none,mobile,70,68.9,4.92,252.1,0,0.0,1.079,/sale,1
2023-07-19,(direct) / none,mobile,55,37.4,2.78,249.8,0,0.0,1.248,/sale,1
2023-07-19,instagram / paid,mobile,234,57.1,3.47,264.9,12,12189.02,5.369,/order-confirmation,1
2023-07-19,facebook / paid,mobile,12,,1.93,236.3,0,0.0,6.474,/home,1
2023-07-19,facebook / paid,desktop,171,40.7,4.47,235.4,4,1711.32,2.366,/home,1
2023-07-19,google / cpc,mobile,160,59.7,3.31,82.1,10,10504.98,6.656,/products/casual-sneakers,1
2023-07-19,facebook / paid,desktop,14,44.2,2.22,48.4,0,0.0,6.682,/order-confirmation,1
2023-07-19,google / cpc,mobile,96,55.5,5.33,174.2,1,1251.52,1.183,/cart,1
2023-07-19,google / cpc,desktop,29,38.9,4.56,140.2,1,471.12,5.772,/order-confirmation,1
2023-07-19,google / cpc,mobile,130,72.5,4.4,55.7,8,6173.98,6.474,/home,1
2023-07-19,google / cpc,mobile,44,59.3,4.76,184.6,2,1926.81,6.552,/sale,1
2023-07-19,google / organic,mobile,208,72.7,2.02,128.3,11,16203.85,5.395,/checkout,1
2023-07-19,google / cpc,tablet,51,43.0,4.35,73.6,3,2307.44,7.618,/products/casual-sneakers,1
2023-07-19,instagram / paid,mobile,169,36.0,3.26,136.1,5,1577.62,3.523,/sale,1
2023-07-19,google / cpc,mobile,194,62.0,1.56,244.6,9,6840.69,4.836,/about,1
2023-07-19,facebook / paid,mobile,204,51.2,5.1,85.1,10,4571.31,5.044,/about,1
2023-07-19,google / organic,mobile,236,41.6,3.3,77.5,9,8663.84,4.212,/checkout,1
2023-07-19,google / organic,desktop,152,42.8,1.73,77.7,4,1419.88,2.756,/order-confirmation,1
2023-07-19,google / organic,mobile,98,52.2,2.2,133.7,1,1328.46,1.625,/products/running-shoes,1
2023-07-19,google / organic,mobile,115,42.0,3.6,189.7,4,5323.94,4.121,/order-confirmation,1
2023-07-19,instagram / paid,desktop,99,56.2,4.87,218.4,4,3534.05,4.797,/about,1
2023-07-19,facebook / paid,mobile,132,57.0,2.69,56.9,2,2933.23,2.145,/products/running-shoes,1
2023-07-19,google / organic,mobile,74,39.0,3.63,247.0,2,1555.03,2.938,/home,1
2023-07-19,instagram / paid,mobile,57,43.8,3.2,63.8,1,1386.18,2.951,/cart,1
2023-07-19,email / newsletter,desktop,27,63.5,3.19,181.0,1,626.2,4.615,/products/casual-sneakers,1
2023-07-19,(direct) / none,mobile,33,49.6,2.88,153.7,1,947.99,4.186,/products/casual-sneakers,1
2023-07-19,instagram / paid,mobile,25,74.0,3.75,57.2,1,483.07,5.005,/cart,1
2023-07-19,google / organic,mobile,185,65.5,3.43,247.1,5,4460.66,2.756,/about,1
2023-07-19,(direct) / none,mobile,103,44.6,4.19,45.6,6,7790.51,6.422,/products/running-shoes,1
2023-07-19,google / organic,mobile,86,56.0,3.35,201.3,1,725.55,1.196,/cart,1
2023-07-19,google / cpc,mobile,74,67.5,2.29,150.1,4,3880.47,5.707,/home,1
2023-07-20,google / organic,desktop,314,69.4,1.77,125.6,16,8172.05,5.33,/order-confirmation,1
2023-07-20,facebook / paid,desktop,84,42.9,3.51,275.0,4,3377.31,5.161,/cart,1
2023-07-20,google / organic,mobile,511,69.1,3.27,54.7,12,15046.27,2.366,/order-confirmation,1
2023-07-20,google / organic,mobile,149,36.6,3.93,240.9,2,2038.98,1.677,/about,1
2023-07-20,instagram / paid,mobile,216,52.5,4.57,53.1,8,5901.15,3.952,/sale,1
2023-07-20,email / newsletter,mobile,574,74.8,2.47,153.2,14,20640.39,2.483,/sale,1
2023-07-20,facebook / paid,mobile,108,44.3,1.92,174.6,7,3795.27,6.89,/order-confirmation,1
2023-07-20,google / organic,mobile,579,67.5,4.52,182.9,19,9985.37,3.302,/about,1
2023-07-20,google / cpc,mobile,497,41.7,4.44,67.3,9,3298.07,1.911,/cart,1
2023-07-20,google / organic,mobile,377,58.2,3.62,205.4,15,20770.63,4.095,/checkout,1
2023-07-20,(direct) / none,mobile,355,49.2,1.7,165.9,12,11718.28,3.549,/about,1
2023-07-20,google / cpc,mobile,187,48.9,2.93,140.4,5,3224.92,2.912,/cart,1
2023-07-20,(direct) / none,desktop,203,57.4,3.59,96.3,8,7290.42,4.199,/about,1
2023-07-20,instagram / paid,desktop,309,39.2,4.87,59.1,22,28191.08,7.124,/home,1
2023-07-20,facebook / paid,desktop,142,70.6,3.21,54.7,4,4702.47,3.263,/home,1
2023-07-20,google / organic,desktop,269,45.9,3.55,159.9,19,18403.53,7.215,/checkout,1
2023-07-20,instagram / paid,mobile,444,57.5,2.0,222.0,7,7554.73,1.677,/checkout,1
2023-07-20,(direct) / none,mobile,428,52.6,3.49,231.8,5,7025.32,1.209,/checkout,1
2023-07-20,facebook / paid,desktop,336,52.2,2.17,93.0,11,11658.41,3.458,/products/running-shoes,1
2023-07-20,facebook / paid,desktop,89,60.5,1.71,160.5,3,1539.71,4.16,/sale,1
2023-07-21,instagram / paid,desktop,116,58.0,2.1,75.4,5,4184.43,4.368,/about,1
2023-07-21,google / organic,desktop,144,62.5,3.95,47.6,7,8696.26,5.083,/home,1
2023-07-21,(direct) / none,mobile,162,58.1,3.45,241.4,8,5478.07,5.356,/about,1
2023-07-21,google / cpc,mobile,238,41.9,4.48,128.8,5,3179.76,2.509,/checkout,1
2023-07-21,(direct) / none,mobile,97,51.7,5.08,228.1,2,2970.72,3.081,/cart,1
2023-07-21,google / cpc,mobile,207,74.4,2.19,51.0,6,6451.56,3.133,/order-confirmation,1
2023-07-21,google / organic,mobile,123,57.5,4.49,175.3,9,12519.51,7.748,/about,1
2023-07-21,(direct) / none,desktop,111,46.0,4.53,108.1,3,2764.64,3.016,/products/casual-sneakers,1
2023-07-21,instagram / paid,desktop,169,47.8,3.1,236.0,10,12802.32,6.344,/order-confirmation,1
2023-07-21,google / cpc,desktop,32,46.7,4.8,133.2,0,0.0,2.6,/checkout,1
2023-07-21,facebook / paid,desktop,301,35.5,2.73,207.5,19,19100.08,6.565,/home,1
2023-07-21,(direct) / none,mobile,173,60.4,4.48,144.8,2,2872.53,1.612,/order-confirmation,1
2023-07-21,(direct) / none,mobile,285,53.4,4.05,248.3,3,3739.26,1.157,/checkout,1
2023-07-21,google / organic,desktop,296,45.1,2.13,238.1,22,11507.77,7.566,/sale,1
2023-07-21,instagram / paid,mobile,197,49.0,2.38,90.3,5,2718.69,2.626,/products/running-shoes,1
2023-07-21,(direct) / none,desktop,141,55.4,3.79,171.6,8,9969.64,6.227,/about,1
2023-07-21,instagram / paid,mobile,71,74.5,3.81,121.7,1,701.9,2.717,/order-confirmation,1
2023-07-21,facebook / paid,mobile,164,62.0,4.77,86.7,10,13380.16,6.123,/cart,1
2023-07-21,facebook / paid,mobile,180,67.3,3.98,273.5,13,8686.5,7.709,/home,1
2023-07-21,email / newsletter,mobile,249,65.8,5.05,53.0,11,12476.38,4.745,/checkout,1
2023-07-21,facebook / paid,desktop,55,43.5,3.66,174.2,1,924.69,2.158,/cart,1
2023-07-21,facebook / paid,desktop,319,58.8,4.12,168.4,8,9950.14,2.782,/home,1
2023-07-21,(direct) / none,mobile,304,46.2,4.74,211.9,3,976.12,1.157,/home,1
2023-07-21,(direct) / none,mobile,266,63.3,2.96,199.8,19,14188.6,7.423,/about,1
2023-07-21,facebook / paid,mobile,284,64.2,5.15,74.6,14,7170.37,5.096,/about,1
2023-07-21,(direct) / none,mobile,181,53.7,4.75,209.4,9,10438.82,5.252,/checkout,1
2023-07-21,google / cpc,mobile,65,41.1,5.27,115.0,2,2151.99,3.094,/home,1
2023-07-21,instagram / paid,desktop,27,36.2,2.0,132.5,1,1273.51,5.707,/checkout,1
2023-07-22,google / cpc,desktop,249,45.3,2.46,203.9,11,5794.91,4.758,/cart,1
2023-07-22,google / cpc,mobile,302,55.2,4.46,188.2,10,3150.71,3.64,/sale,1
2023-07-22,(direct) / none,mobile,19,73.9,3.09,205.4,0,0.0,3.419,/order-confirmation,1
2023-07-22,facebook / paid,mobile,207,52.3,3.49,193.4,9,4997.02,4.459,/checkout,1
2023-07-22,google / cpc,desktop,74,36.5,2.54,231.2,2,2488.04,3.497,/home,1
2023-07-22,instagram / paid,mobile,242,64.4,3.58,116.5,13,8271.34,5.785,/about,1
2023-07-22,facebook / paid,desktop,49,58.8,3.69,130.0,3,2472.11,6.331,/sale,1
2023-07-22,google / organic,mobile,28,62.7,3.5,176.4,1,1437.57,4.108,/products/running-shoes,1
2023-07-22,facebook / paid,mobile,141,48.7,2.38,172.3,2,2666.57,1.911,/products/casual-sneakers,1
2023-07-22,(direct) / none,mobile,303,57.8,4.24,55.1,16,20206.36,5.382,/products/casual-sneakers,1
2023-07-22,google / organic,mobile,111,53.4,1.76,199.6,5,2278.29,4.862,/sale,1
2023-07-22,instagram / paid,mobile,91,72.3,1.62,54.1,5,3532.05,6.461,/cart,1
2023-07-22,google / organic,mobile,61,60.7,3.91,189.8,3,2490.64,5.2,/products/casual-sneakers,1
2023-07-22,google / cpc,desktop,31,42.2,4.8,49.7,1,878.55,4.329,/about,1
2023-07-22,facebook / paid,desktop,79,59.4,2.24,210.7,5,5900.63,6.825,/products/casual-sneakers,1
2023-07-22,google / cpc,mobile,44,,5.37,46.0,0,0.0,1.625,/cart,1
2023-07-22,email / newsletter,desktop,134,67.9,3.49,115.5,2,1798.93,1.885,/products/casual-sneakers,1
2023-07-22,email / newsletter,desktop,62,42.2,5.34,84.1,1,902.25,2.34,/order-confirmation,1
2023-07-22,email / newsletter,mobile,25,49.4,5.02,52.8,1,899.47,7.579,/checkout,1
2023-07-22,instagram / paid,mobile,333,70.2,2.08,82.3,7,7446.67,2.353,/about,1
2023-07-22,google / cpc,mobile,94,68.1,3.72,51.2,4,4311.08,4.68,/products/casual-sneakers,1
2023-07-23,google / organic,desktop,44,45.2,2.47,126.7,2,1163.51,4.602,/checkout,1
2023-07-23,google / organic,mobile,92,66.6,3.26,92.1,6,5237.7,7.449,/cart,1
2023-07-23,google / cpc,desktop,385,57.0,2.8,153.1,23,31728.24,6.162,/checkout,1
2023-07-23,instagram / paid,desktop,473,38.7,1.75,182.6,21,7560.1,4.498,/products/casual-sneakers,1
2023-07-23,facebook / paid,desktop,511,62.2,5.16,94.1,31,33773.13,6.123,/products/casual-sneakers,1
2023-07-23,instagram / paid,desktop,313,69.1,1.7,224.4,11,15646.45,3.77,/products/running-shoes,1
2023-07-23,(direct) / none,mobile,194,41.5,4.91,161.6,13,17992.34,7.111,/products/casual-sneakers,1
